package	format	vectorisation	merge	time
readr	.txt	lapply	do.call	0.929558992385864
readr	.txt	lapply	do.call	0.821757078170776
readr	.txt	lapply	do.call	0.935497045516968
readr	.txt	lapply	do.call	0.8228440284729
readr	.txt	lapply	do.call	0.814795970916748
readr	.txt	lapply	do.call	0.816053867340088
readr	.txt	lapply	do.call	0.839754104614258
readr	.txt	lapply	do.call	0.837775945663452
readr	.txt	lapply	do.call	0.939451932907104
readr	.txt	lapply	do.call	0.838800191879273
readr	.txt	lapply	do.call	0.804826974868774
readr	.txt	lapply	do.call	0.8367600440979
readr	.txt	lapply	do.call	0.846735954284668
readr	.txt	lapply	do.call	0.809834957122803
readr	.txt	lapply	do.call	0.832773923873901
readr	.txt	lapply	do.call	0.861696004867554
readr	.txt	lapply	do.call	0.823341131210327
readr	.txt	lapply	do.call	0.799945831298828
readr	.txt	lapply	do.call	0.822350025177002
readr	.txt	lapply	do.call	0.821761131286621
readr	.txt	lapply	do.call	0.836803913116455
readr	.txt	lapply	do.call	0.825269937515259
readr	.txt	lapply	do.call	0.831339120864868
readr	.txt	lapply	do.call	0.814777851104736
readr	.txt	lapply	do.call	0.85322117805481
readr	.txt	lapply	do.call	0.836758852005005
readr	.txt	lapply	do.call	0.879675149917603
readr	.txt	lapply	do.call	0.869670867919922
readr	.txt	lapply	do.call	0.741117000579834
readr	.txt	lapply	do.call	0.765769004821777
readr	.txt	lapply	do.call	0.800835132598877
readr	.txt	lapply	do.call	0.758478879928589
readr	.txt	lapply	do.call	0.74006986618042
readr	.txt	lapply	do.call	0.772907018661499
readr	.txt	lapply	do.call	0.767987012863159
readr	.txt	lapply	do.call	0.766010046005249
readr	.txt	lapply	do.call	0.768898963928223
readr	.txt	lapply	do.call	0.765953063964844
readr	.txt	lapply	do.call	0.784898996353149
readr	.txt	lapply	do.call	0.77592396736145
readr	.txt	lapply	do.call	0.780914068222046
readr	.txt	lapply	do.call	0.777574062347412
readr	.txt	lapply	do.call	0.885123014450073
readr	.txt	lapply	do.call	0.778913974761963
readr	.txt	lapply	do.call	0.762959957122803
readr	.txt	lapply	do.call	0.779973030090332
readr	.txt	lapply	do.call	0.768275022506714
readr	.txt	lapply	do.call	0.773406982421875
readr	.txt	lapply	do.call	0.784899950027466
readr	.txt	lapply	do.call	0.769491910934448
readr	.txt	lapply	do.call	0.772891044616699
readr	.txt	lapply	do.call	0.778937101364136
readr	.txt	lapply	do.call	0.903206825256348
readr	.txt	lapply	do.call	0.77189302444458
readr	.txt	lapply	do.call	0.725226163864136
readr	.txt	lapply	do.call	0.747998952865601
readr	.txt	lapply	do.call	0.771445989608765
readr	.txt	lapply	do.call	0.764952182769775
readr	.txt	lapply	do.call	0.779538869857788
readr	.txt	lapply	do.call	0.873856067657471
readr	.txt	lapply	do.call	0.771960020065308
readr	.txt	lapply	do.call	0.783866882324219
readr	.txt	lapply	do.call	0.76099419593811
readr	.txt	lapply	do.call	0.773903846740723
readr	.txt	lapply	do.call	0.776921033859253
readr	.txt	lapply	do.call	0.75098991394043
readr	.txt	lapply	do.call	0.773969173431397
readr	.txt	lapply	do.call	0.777020931243897
readr	.txt	lapply	do.call	0.77457594871521
readr	.txt	lapply	do.call	0.748470067977905
readr	.txt	lapply	do.call	0.743518829345703
readr	.txt	lapply	do.call	0.740020990371704
readr	.txt	lapply	do.call	0.864687204360962
readr	.txt	lapply	do.call	0.767006874084473
readr	.txt	lapply	do.call	0.778923034667969
readr	.txt	lapply	do.call	0.764914035797119
readr	.txt	lapply	do.call	0.828796863555908
readr	.txt	lapply	do.call	0.74252200126648
readr	.txt	lapply	do.call	0.816841125488281
readr	.txt	lapply	do.call	0.782896041870117
readr	.txt	lapply	do.call	0.735032796859741
readr	.txt	lapply	do.call	0.733042001724243
readr	.txt	lapply	do.call	0.70311713218689
readr	.txt	lapply	do.call	0.722068786621094
readr	.txt	lapply	do.call	0.851723194122315
readr	.txt	lapply	do.call	0.748996019363403
readr	.txt	lapply	do.call	0.756999969482422
readr	.txt	lapply	do.call	0.742799043655396
readr	.txt	lapply	do.call	0.767096042633057
readr	.txt	lapply	do.call	0.788919925689697
readr	.txt	lapply	do.call	0.763000965118408
readr	.txt	lapply	do.call	0.783143043518066
readr	.txt	lapply	do.call	0.781866073608398
readr	.txt	lapply	do.call	0.782104015350342
readr	.txt	lapply	do.call	0.740975856781006
readr	.txt	lapply	do.call	0.750039100646973
readr	.txt	lapply	do.call	0.760963916778565
readr	.txt	lapply	do.call	0.899918079376221
data.table	.txt	lapply	do.call	0.800055027008057
data.table	.txt	lapply	do.call	0.835446834564209
data.table	.txt	lapply	do.call	0.929558992385864
data.table	.txt	lapply	do.call	0.821757078170776
data.table	.txt	lapply	do.call	0.935497045516968
data.table	.txt	lapply	do.call	0.8228440284729
data.table	.txt	lapply	do.call	0.814795970916748
data.table	.txt	lapply	do.call	0.816053867340088
data.table	.txt	lapply	do.call	0.839754104614258
data.table	.txt	lapply	do.call	0.837775945663452
data.table	.txt	lapply	do.call	0.939451932907104
data.table	.txt	lapply	do.call	0.838800191879273
data.table	.txt	lapply	do.call	0.804826974868774
data.table	.txt	lapply	do.call	0.8367600440979
data.table	.txt	lapply	do.call	0.846735954284668
data.table	.txt	lapply	do.call	0.809834957122803
data.table	.txt	lapply	do.call	0.832773923873901
data.table	.txt	lapply	do.call	0.861696004867554
data.table	.txt	lapply	do.call	0.823341131210327
data.table	.txt	lapply	do.call	0.799945831298828
data.table	.txt	lapply	do.call	0.822350025177002
data.table	.txt	lapply	do.call	0.821761131286621
data.table	.txt	lapply	do.call	0.836803913116455
data.table	.txt	lapply	do.call	0.825269937515259
data.table	.txt	lapply	do.call	0.831339120864868
data.table	.txt	lapply	do.call	0.814777851104736
data.table	.txt	lapply	do.call	0.85322117805481
data.table	.txt	lapply	do.call	0.836758852005005
data.table	.txt	lapply	do.call	0.879675149917603
data.table	.txt	lapply	do.call	0.869670867919922
data.table	.txt	lapply	do.call	0.741117000579834
data.table	.txt	lapply	do.call	0.765769004821777
data.table	.txt	lapply	do.call	0.800835132598877
data.table	.txt	lapply	do.call	0.758478879928589
data.table	.txt	lapply	do.call	0.74006986618042
data.table	.txt	lapply	do.call	0.772907018661499
data.table	.txt	lapply	do.call	0.767987012863159
data.table	.txt	lapply	do.call	0.766010046005249
data.table	.txt	lapply	do.call	0.768898963928223
data.table	.txt	lapply	do.call	0.765953063964844
data.table	.txt	lapply	do.call	0.784898996353149
data.table	.txt	lapply	do.call	0.77592396736145
data.table	.txt	lapply	do.call	0.780914068222046
data.table	.txt	lapply	do.call	0.777574062347412
data.table	.txt	lapply	do.call	0.885123014450073
data.table	.txt	lapply	do.call	0.778913974761963
data.table	.txt	lapply	do.call	0.762959957122803
data.table	.txt	lapply	do.call	0.779973030090332
data.table	.txt	lapply	do.call	0.768275022506714
data.table	.txt	lapply	do.call	0.773406982421875
data.table	.txt	lapply	do.call	0.784899950027466
data.table	.txt	lapply	do.call	0.769491910934448
data.table	.txt	lapply	do.call	0.772891044616699
data.table	.txt	lapply	do.call	0.778937101364136
data.table	.txt	lapply	do.call	0.903206825256348
data.table	.txt	lapply	do.call	0.77189302444458
data.table	.txt	lapply	do.call	0.725226163864136
data.table	.txt	lapply	do.call	0.747998952865601
data.table	.txt	lapply	do.call	0.771445989608765
data.table	.txt	lapply	do.call	0.764952182769775
data.table	.txt	lapply	do.call	0.779538869857788
data.table	.txt	lapply	do.call	0.873856067657471
data.table	.txt	lapply	do.call	0.771960020065308
data.table	.txt	lapply	do.call	0.783866882324219
data.table	.txt	lapply	do.call	0.76099419593811
data.table	.txt	lapply	do.call	0.773903846740723
data.table	.txt	lapply	do.call	0.776921033859253
data.table	.txt	lapply	do.call	0.75098991394043
data.table	.txt	lapply	do.call	0.773969173431397
data.table	.txt	lapply	do.call	0.777020931243897
data.table	.txt	lapply	do.call	0.77457594871521
data.table	.txt	lapply	do.call	0.748470067977905
data.table	.txt	lapply	do.call	0.743518829345703
data.table	.txt	lapply	do.call	0.740020990371704
data.table	.txt	lapply	do.call	0.864687204360962
data.table	.txt	lapply	do.call	0.767006874084473
data.table	.txt	lapply	do.call	0.778923034667969
data.table	.txt	lapply	do.call	0.764914035797119
data.table	.txt	lapply	do.call	0.828796863555908
data.table	.txt	lapply	do.call	0.74252200126648
data.table	.txt	lapply	do.call	0.816841125488281
data.table	.txt	lapply	do.call	0.782896041870117
data.table	.txt	lapply	do.call	0.735032796859741
data.table	.txt	lapply	do.call	0.733042001724243
data.table	.txt	lapply	do.call	0.70311713218689
data.table	.txt	lapply	do.call	0.722068786621094
data.table	.txt	lapply	do.call	0.851723194122315
data.table	.txt	lapply	do.call	0.748996019363403
data.table	.txt	lapply	do.call	0.756999969482422
data.table	.txt	lapply	do.call	0.742799043655396
data.table	.txt	lapply	do.call	0.767096042633057
data.table	.txt	lapply	do.call	0.788919925689697
data.table	.txt	lapply	do.call	0.763000965118408
data.table	.txt	lapply	do.call	0.783143043518066
data.table	.txt	lapply	do.call	0.781866073608398
data.table	.txt	lapply	do.call	0.782104015350342
data.table	.txt	lapply	do.call	0.740975856781006
data.table	.txt	lapply	do.call	0.750039100646973
data.table	.txt	lapply	do.call	0.760963916778565
data.table	.txt	lapply	do.call	0.899918079376221
base	.csv	purrr::map	do.call	0.1875319480896
base	.csv	purrr::map	do.call	0.171504974365234
base	.csv	purrr::map	do.call	0.166554927825928
base	.csv	purrr::map	do.call	0.164560079574585
base	.csv	purrr::map	do.call	0.163563013076782
base	.csv	purrr::map	do.call	0.266515970230103
base	.csv	purrr::map	do.call	0.158575057983398
base	.csv	purrr::map	do.call	0.162554979324341
base	.csv	purrr::map	do.call	0.165563106536865
base	.csv	purrr::map	do.call	0.152576923370361
base	.csv	purrr::map	do.call	0.14686107635498
base	.csv	purrr::map	do.call	0.147455930709839
base	.csv	purrr::map	do.call	0.145611047744751
base	.csv	purrr::map	do.call	0.146649122238159
base	.csv	purrr::map	do.call	0.142576932907105
base	.csv	purrr::map	do.call	0.232856035232544
base	.csv	purrr::map	do.call	0.152591943740845
base	.csv	purrr::map	do.call	0.149600028991699
base	.csv	purrr::map	do.call	0.149634838104248
base	.csv	purrr::map	do.call	0.138630151748657
base	.csv	purrr::map	do.call	0.139221906661987
base	.csv	purrr::map	do.call	0.142627000808716
base	.csv	purrr::map	do.call	0.139271020889282
base	.csv	purrr::map	do.call	0.139600038528442
base	.csv	purrr::map	do.call	0.139137983322144
base	.csv	purrr::map	do.call	0.139626979827881
base	.csv	purrr::map	do.call	0.141622066497803
base	.csv	purrr::map	do.call	0.151594877243042
base	.csv	purrr::map	do.call	0.13762903213501
base	.csv	purrr::map	do.call	0.13666296005249
base	.csv	purrr::map	do.call	0.135612010955811
base	.csv	purrr::map	do.call	0.1356360912323
base	.csv	purrr::map	do.call	0.136632919311523
base	.csv	purrr::map	do.call	0.140133142471313
base	.csv	purrr::map	do.call	0.139624834060669
base	.csv	purrr::map	do.call	0.140639066696167
base	.csv	purrr::map	do.call	0.149600028991699
base	.csv	purrr::map	do.call	0.152592897415161
base	.csv	purrr::map	do.call	0.138627052307129
base	.csv	purrr::map	do.call	0.139654159545898
base	.csv	purrr::map	do.call	0.138628959655762
base	.csv	purrr::map	do.call	0.139137029647827
base	.csv	purrr::map	do.call	0.138950824737549
base	.csv	purrr::map	do.call	0.142575979232788
base	.csv	purrr::map	do.call	0.139661073684692
base	.csv	purrr::map	do.call	0.139539957046509
base	.csv	purrr::map	do.call	0.143156051635742
base	.csv	purrr::map	do.call	0.134638071060181
base	.csv	purrr::map	do.call	0.137537956237793
base	.csv	purrr::map	do.call	0.137632131576538
base	.csv	purrr::map	do.call	0.226394891738892
base	.csv	purrr::map	do.call	0.138782978057861
base	.csv	purrr::map	do.call	0.140131950378418
base	.csv	purrr::map	do.call	0.139628171920776
base	.csv	purrr::map	do.call	0.143635988235474
base	.csv	purrr::map	do.call	0.144613981246948
base	.csv	purrr::map	do.call	0.13762903213501
base	.csv	purrr::map	do.call	0.137660026550293
base	.csv	purrr::map	do.call	0.137638807296753
base	.csv	purrr::map	do.call	0.223574161529541
base	.csv	purrr::map	do.call	0.138628959655762
base	.csv	purrr::map	do.call	0.138649940490723
base	.csv	purrr::map	do.call	0.139662981033325
base	.csv	purrr::map	do.call	0.140660047531128
base	.csv	purrr::map	do.call	0.13959002494812
base	.csv	purrr::map	do.call	0.144654989242554
base	.csv	purrr::map	do.call	0.139585018157959
base	.csv	purrr::map	do.call	0.138629913330078
base	.csv	purrr::map	do.call	0.137632131576538
base	.csv	purrr::map	do.call	0.134816884994507
base	.csv	purrr::map	do.call	0.135596036911011
base	.csv	purrr::map	do.call	0.138352870941162
base	.csv	purrr::map	do.call	0.139031171798706
base	.csv	purrr::map	do.call	0.138628005981445
base	.csv	purrr::map	do.call	0.14562201499939
base	.csv	purrr::map	do.call	0.138679027557373
base	.csv	purrr::map	do.call	0.140744924545288
base	.csv	purrr::map	do.call	0.223402976989746
base	.csv	purrr::map	do.call	0.139626026153564
base	.csv	purrr::map	do.call	0.139661073684692
base	.csv	purrr::map	do.call	0.224918127059937
base	.csv	purrr::map	do.call	0.139635801315308
base	.csv	purrr::map	do.call	0.138629198074341
base	.csv	purrr::map	do.call	0.142610788345337
base	.csv	purrr::map	do.call	0.150596141815186
base	.csv	purrr::map	do.call	0.13962984085083
base	.csv	purrr::map	do.call	0.13863205909729
base	.csv	purrr::map	do.call	0.138864040374756
base	.csv	purrr::map	do.call	0.222816944122314
base	.csv	purrr::map	do.call	0.136182069778442
base	.csv	purrr::map	do.call	0.138638019561768
base	.csv	purrr::map	do.call	0.138627052307129
base	.csv	purrr::map	do.call	0.138629913330078
base	.csv	purrr::map	do.call	0.231358051300049
base	.csv	purrr::map	do.call	0.138629913330078
base	.csv	purrr::map	do.call	0.138628959655762
base	.csv	purrr::map	do.call	0.137632131576538
base	.csv	purrr::map	do.call	0.13966178894043
base	.csv	purrr::map	do.call	0.139792203903198
base	.csv	purrr::map	do.call	0.139585018157959
readr	.csv	purrr::map	do.call	0.150596857070923
readr	.csv	purrr::map	do.call	0.142617225646973
readr	.csv	purrr::map	do.call	0.153591871261597
readr	.csv	purrr::map	do.call	0.143876075744629
readr	.csv	purrr::map	do.call	0.143650054931641
readr	.csv	purrr::map	do.call	0.147616863250732
readr	.csv	purrr::map	do.call	0.241341114044189
readr	.csv	purrr::map	do.call	0.142621040344238
readr	.csv	purrr::map	do.call	0.146607875823975
readr	.csv	purrr::map	do.call	0.144615173339844
readr	.csv	purrr::map	do.call	0.145518779754639
readr	.csv	purrr::map	do.call	0.151971101760864
readr	.csv	purrr::map	do.call	0.143654108047485
readr	.csv	purrr::map	do.call	0.143617868423462
readr	.csv	purrr::map	do.call	0.142619132995605
readr	.csv	purrr::map	do.call	0.141618967056274
readr	.csv	purrr::map	do.call	0.144650936126709
readr	.csv	purrr::map	do.call	0.139784097671509
readr	.csv	purrr::map	do.call	0.139667987823486
readr	.csv	purrr::map	do.call	0.14063286781311
readr	.csv	purrr::map	do.call	0.234373092651367
readr	.csv	purrr::map	do.call	0.139628887176514
readr	.csv	purrr::map	do.call	0.139624118804932
readr	.csv	purrr::map	do.call	0.138628005981445
readr	.csv	purrr::map	do.call	0.139627933502197
readr	.csv	purrr::map	do.call	0.139626026153564
readr	.csv	purrr::map	do.call	0.143573999404907
readr	.csv	purrr::map	do.call	0.139626026153564
readr	.csv	purrr::map	do.call	0.139626026153564
readr	.csv	purrr::map	do.call	0.153589010238647
readr	.csv	purrr::map	do.call	0.139626979827881
readr	.csv	purrr::map	do.call	0.140624046325684
readr	.csv	purrr::map	do.call	0.138629913330078
readr	.csv	purrr::map	do.call	0.139626979827881
readr	.csv	purrr::map	do.call	0.139624118804932
readr	.csv	purrr::map	do.call	0.139626979827881
readr	.csv	purrr::map	do.call	0.14261794090271
readr	.csv	purrr::map	do.call	0.141353845596313
readr	.csv	purrr::map	do.call	0.147907018661499
readr	.csv	purrr::map	do.call	0.147606134414673
readr	.csv	purrr::map	do.call	0.223464012145996
readr	.csv	purrr::map	do.call	0.137598991394043
readr	.csv	purrr::map	do.call	0.137634038925171
readr	.csv	purrr::map	do.call	0.140213012695313
readr	.csv	purrr::map	do.call	0.140624046325684
readr	.csv	purrr::map	do.call	0.138628959655762
readr	.csv	purrr::map	do.call	0.139626979827881
readr	.csv	purrr::map	do.call	0.140623092651367
readr	.csv	purrr::map	do.call	0.146608829498291
readr	.csv	purrr::map	do.call	0.138629198074341
readr	.csv	purrr::map	do.call	0.14165997505188
readr	.csv	purrr::map	do.call	0.140185832977295
readr	.csv	purrr::map	do.call	0.139222145080566
readr	.csv	purrr::map	do.call	0.138841152191162
readr	.csv	purrr::map	do.call	0.138986825942993
readr	.csv	purrr::map	do.call	0.144613027572632
readr	.csv	purrr::map	do.call	0.140625
readr	.csv	purrr::map	do.call	0.15577507019043
readr	.csv	purrr::map	do.call	0.143615961074829
readr	.csv	purrr::map	do.call	0.13863205909729
readr	.csv	purrr::map	do.call	0.138622045516968
readr	.csv	purrr::map	do.call	0.13858699798584
readr	.csv	purrr::map	do.call	0.13963794708252
readr	.csv	purrr::map	do.call	0.139647960662842
readr	.csv	purrr::map	do.call	0.141623020172119
readr	.csv	purrr::map	do.call	0.14332389831543
readr	.csv	purrr::map	do.call	0.149600982666016
readr	.csv	purrr::map	do.call	0.143615961074829
readr	.csv	purrr::map	do.call	0.223751068115234
readr	.csv	purrr::map	do.call	0.139626026153564
readr	.csv	purrr::map	do.call	0.140624046325684
readr	.csv	purrr::map	do.call	0.139673948287964
readr	.csv	purrr::map	do.call	0.139679908752441
readr	.csv	purrr::map	do.call	0.138622999191284
readr	.csv	purrr::map	do.call	0.139620065689087
readr	.csv	purrr::map	do.call	0.138628959655762
readr	.csv	purrr::map	do.call	0.146608114242554
readr	.csv	purrr::map	do.call	0.139592885971069
readr	.csv	purrr::map	do.call	0.138669013977051
readr	.csv	purrr::map	do.call	0.139625072479248
readr	.csv	purrr::map	do.call	0.138624906539917
readr	.csv	purrr::map	do.call	0.138980150222778
readr	.csv	purrr::map	do.call	0.139634847640991
readr	.csv	purrr::map	do.call	0.139852046966553
readr	.csv	purrr::map	do.call	0.139782905578613
readr	.csv	purrr::map	do.call	0.150602102279663
readr	.csv	purrr::map	do.call	0.141861915588379
readr	.csv	purrr::map	do.call	0.142657041549683
readr	.csv	purrr::map	do.call	0.142616987228394
readr	.csv	purrr::map	do.call	0.141621112823486
readr	.csv	purrr::map	do.call	0.139626979827881
readr	.csv	purrr::map	do.call	0.138628959655762
readr	.csv	purrr::map	do.call	0.141635894775391
readr	.csv	purrr::map	do.call	0.139607191085815
readr	.csv	purrr::map	do.call	0.138845920562744
readr	.csv	purrr::map	do.call	0.316176891326904
readr	.csv	purrr::map	do.call	0.138634920120239
readr	.csv	purrr::map	do.call	0.138630151748657
readr	.csv	purrr::map	do.call	0.140622854232788
readr	.csv	purrr::map	do.call	0.138628005981445
data.table	.csv	purrr::map	do.call	0.179559946060181
data.table	.csv	purrr::map	do.call	0.173541069030762
data.table	.csv	purrr::map	do.call	0.166234016418457
data.table	.csv	purrr::map	do.call	0.169547080993652
data.table	.csv	purrr::map	do.call	0.166540861129761
data.table	.csv	purrr::map	do.call	0.180495977401733
data.table	.csv	purrr::map	do.call	0.179054021835327
data.table	.csv	purrr::map	do.call	0.166527032852173
data.table	.csv	purrr::map	do.call	0.1667640209198
data.table	.csv	purrr::map	do.call	0.163563966751099
data.table	.csv	purrr::map	do.call	0.167850017547607
data.table	.csv	purrr::map	do.call	0.161931037902832
data.table	.csv	purrr::map	do.call	0.161568880081177
data.table	.csv	purrr::map	do.call	0.161074161529541
data.table	.csv	purrr::map	do.call	0.161815881729126
data.table	.csv	purrr::map	do.call	0.16954493522644
data.table	.csv	purrr::map	do.call	0.161962032318115
data.table	.csv	purrr::map	do.call	0.158577919006348
data.table	.csv	purrr::map	do.call	0.157486200332642
data.table	.csv	purrr::map	do.call	0.162564992904663
data.table	.csv	purrr::map	do.call	0.243350028991699
data.table	.csv	purrr::map	do.call	0.15761399269104
data.table	.csv	purrr::map	do.call	0.157587051391602
data.table	.csv	purrr::map	do.call	0.163564920425415
data.table	.csv	purrr::map	do.call	0.159768104553223
data.table	.csv	purrr::map	do.call	0.1580650806427
data.table	.csv	purrr::map	do.call	0.156980991363525
data.table	.csv	purrr::map	do.call	0.15991997718811
data.table	.csv	purrr::map	do.call	0.257313013076782
data.table	.csv	purrr::map	do.call	0.159796953201294
data.table	.csv	purrr::map	do.call	0.158567905426025
data.table	.csv	purrr::map	do.call	0.158063173294067
data.table	.csv	purrr::map	do.call	0.165552854537964
data.table	.csv	purrr::map	do.call	0.161531925201416
data.table	.csv	purrr::map	do.call	0.157577991485596
data.table	.csv	purrr::map	do.call	0.157578229904175
data.table	.csv	purrr::map	do.call	0.158575773239136
data.table	.csv	purrr::map	do.call	0.163936138153076
data.table	.csv	purrr::map	do.call	0.157581090927124
data.table	.csv	purrr::map	do.call	0.159610986709595
data.table	.csv	purrr::map	do.call	0.159205913543701
data.table	.csv	purrr::map	do.call	0.165091991424561
data.table	.csv	purrr::map	do.call	0.157578945159912
data.table	.csv	purrr::map	do.call	0.161827087402344
data.table	.csv	purrr::map	do.call	0.157577037811279
data.table	.csv	purrr::map	do.call	0.165419816970825
data.table	.csv	purrr::map	do.call	0.157584190368652
data.table	.csv	purrr::map	do.call	0.157487869262695
data.table	.csv	purrr::map	do.call	0.157546043395996
data.table	.csv	purrr::map	do.call	0.15860915184021
data.table	.csv	purrr::map	do.call	0.163574934005737
data.table	.csv	purrr::map	do.call	0.157751083374023
data.table	.csv	purrr::map	do.call	0.157799005508423
data.table	.csv	purrr::map	do.call	0.165512800216675
data.table	.csv	purrr::map	do.call	0.163872003555298
data.table	.csv	purrr::map	do.call	0.156582117080688
data.table	.csv	purrr::map	do.call	0.158576011657715
data.table	.csv	purrr::map	do.call	0.160609006881714
data.table	.csv	purrr::map	do.call	0.159570932388306
data.table	.csv	purrr::map	do.call	0.164557933807373
data.table	.csv	purrr::map	do.call	0.15754508972168
data.table	.csv	purrr::map	do.call	0.159234046936035
data.table	.csv	purrr::map	do.call	0.158576011657715
data.table	.csv	purrr::map	do.call	0.165608882904053
data.table	.csv	purrr::map	do.call	0.157741069793701
data.table	.csv	purrr::map	do.call	0.159564018249512
data.table	.csv	purrr::map	do.call	0.157586812973022
data.table	.csv	purrr::map	do.call	0.169503211975098
data.table	.csv	purrr::map	do.call	0.157816886901855
data.table	.csv	purrr::map	do.call	0.15884804725647
data.table	.csv	purrr::map	do.call	0.161568880081177
data.table	.csv	purrr::map	do.call	0.178519010543823
data.table	.csv	purrr::map	do.call	0.171518087387085
data.table	.csv	purrr::map	do.call	0.246342897415161
data.table	.csv	purrr::map	do.call	0.158576011657715
data.table	.csv	purrr::map	do.call	0.161568164825439
data.table	.csv	purrr::map	do.call	0.208031892776489
data.table	.csv	purrr::map	do.call	0.157751083374023
data.table	.csv	purrr::map	do.call	0.159607887268066
data.table	.csv	purrr::map	do.call	0.159538984298706
data.table	.csv	purrr::map	do.call	0.171885967254639
data.table	.csv	purrr::map	do.call	0.15857720375061
data.table	.csv	purrr::map	do.call	0.158575773239136
data.table	.csv	purrr::map	do.call	0.160571098327637
data.table	.csv	purrr::map	do.call	0.173533916473389
data.table	.csv	purrr::map	do.call	0.157591104507446
data.table	.csv	purrr::map	do.call	0.160572052001953
data.table	.csv	purrr::map	do.call	0.16755199432373
data.table	.csv	purrr::map	do.call	0.189491987228394
data.table	.csv	purrr::map	do.call	0.159610033035278
data.table	.csv	purrr::map	do.call	0.157541990280151
data.table	.csv	purrr::map	do.call	0.158577919006348
data.table	.csv	purrr::map	do.call	0.157577037811279
data.table	.csv	purrr::map	do.call	0.167586088180542
data.table	.csv	purrr::map	do.call	0.158540964126587
data.table	.csv	purrr::map	do.call	0.241355895996094
data.table	.csv	purrr::map	do.call	0.157578945159912
data.table	.csv	purrr::map	do.call	0.166553974151611
data.table	.csv	purrr::map	do.call	0.158576011657715
data.table	.csv	purrr::map	do.call	0.158576011657715
base	.txt	purrr::map	do.call	0.177524089813232
base	.txt	purrr::map	do.call	0.220768928527832
base	.txt	purrr::map	do.call	0.172224998474121
base	.txt	purrr::map	do.call	0.162569046020508
base	.txt	purrr::map	do.call	0.167795896530151
base	.txt	purrr::map	do.call	0.178521156311035
base	.txt	purrr::map	do.call	0.178521871566772
base	.txt	purrr::map	do.call	0.164560079574585
base	.txt	purrr::map	do.call	0.162592887878418
base	.txt	purrr::map	do.call	0.162539005279541
base	.txt	purrr::map	do.call	0.173534154891968
base	.txt	purrr::map	do.call	0.16459584236145
base	.txt	purrr::map	do.call	0.162564039230347
base	.txt	purrr::map	do.call	0.162898063659668
base	.txt	purrr::map	do.call	0.169546842575073
base	.txt	purrr::map	do.call	0.161872148513794
base	.txt	purrr::map	do.call	0.158576011657715
base	.txt	purrr::map	do.call	0.179532051086426
base	.txt	purrr::map	do.call	0.168548822402954
base	.txt	purrr::map	do.call	0.183897972106934
base	.txt	purrr::map	do.call	0.162742137908936
base	.txt	purrr::map	do.call	0.162564992904663
base	.txt	purrr::map	do.call	0.165559053421021
base	.txt	purrr::map	do.call	0.171540021896362
base	.txt	purrr::map	do.call	0.162564992904663
base	.txt	purrr::map	do.call	0.162566900253296
base	.txt	purrr::map	do.call	0.158574104309082
base	.txt	purrr::map	do.call	0.243350982666016
base	.txt	purrr::map	do.call	0.16954493522644
base	.txt	purrr::map	do.call	0.162564992904663
base	.txt	purrr::map	do.call	0.157629013061523
base	.txt	purrr::map	do.call	0.158801078796387
base	.txt	purrr::map	do.call	0.166582822799683
base	.txt	purrr::map	do.call	0.158177137374878
base	.txt	purrr::map	do.call	0.159572839736938
base	.txt	purrr::map	do.call	0.157579183578491
base	.txt	purrr::map	do.call	0.16559886932373
base	.txt	purrr::map	do.call	0.16067910194397
base	.txt	purrr::map	do.call	0.157742023468018
base	.txt	purrr::map	do.call	0.159255981445313
base	.txt	purrr::map	do.call	0.243916034698486
base	.txt	purrr::map	do.call	0.166561841964722
base	.txt	purrr::map	do.call	0.248394966125488
base	.txt	purrr::map	do.call	0.158589124679565
base	.txt	purrr::map	do.call	0.158576011657715
base	.txt	purrr::map	do.call	0.16755199432373
base	.txt	purrr::map	do.call	0.159036874771118
base	.txt	purrr::map	do.call	0.157580137252808
base	.txt	purrr::map	do.call	0.162814855575562
base	.txt	purrr::map	do.call	0.159573078155518
base	.txt	purrr::map	do.call	0.165591955184937
base	.txt	purrr::map	do.call	0.161364078521729
base	.txt	purrr::map	do.call	0.157578945159912
base	.txt	purrr::map	do.call	0.157587051391602
base	.txt	purrr::map	do.call	0.166554927825928
base	.txt	purrr::map	do.call	0.157729148864746
base	.txt	purrr::map	do.call	0.159570932388306
base	.txt	purrr::map	do.call	0.157578945159912
base	.txt	purrr::map	do.call	0.167554140090942
base	.txt	purrr::map	do.call	0.158573865890503
base	.txt	purrr::map	do.call	0.158385038375855
base	.txt	purrr::map	do.call	0.162566900253296
base	.txt	purrr::map	do.call	0.173575162887573
base	.txt	purrr::map	do.call	0.160568952560425
base	.txt	purrr::map	do.call	0.161521911621094
base	.txt	purrr::map	do.call	0.159173011779785
base	.txt	purrr::map	do.call	0.158837080001831
base	.txt	purrr::map	do.call	0.167508840560913
base	.txt	purrr::map	do.call	0.158576011657715
base	.txt	purrr::map	do.call	0.158729076385498
base	.txt	purrr::map	do.call	0.160609006881714
base	.txt	purrr::map	do.call	0.167598962783813
base	.txt	purrr::map	do.call	0.158775091171265
base	.txt	purrr::map	do.call	0.158623933792114
base	.txt	purrr::map	do.call	0.157577037811279
base	.txt	purrr::map	do.call	0.157579898834229
