# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=109533377
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=draws_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,L_u.1.1,L_u.2.1,L_u.3.1,L_u.1.2,L_u.2.2,L_u.3.2,L_u.1.3,L_u.2.3,L_u.3.3,sigma_u.1,sigma_u.2,sigma_u.3,sigma,z_u.1.1,z_u.2.1,z_u.3.1,z_u.4.1,z_u.5.1,z_u.6.1,z_u.7.1,z_u.8.1,z_u.9.1,z_u.10.1,z_u.11.1,z_u.12.1,z_u.1.2,z_u.2.2,z_u.3.2,z_u.4.2,z_u.5.2,z_u.6.2,z_u.7.2,z_u.8.2,z_u.9.2,z_u.10.2,z_u.11.2,z_u.12.2,z_u.1.3,z_u.2.3,z_u.3.3,z_u.4.3,z_u.5.3,z_u.6.3,z_u.7.3,z_u.8.3,z_u.9.3,z_u.10.3,z_u.11.3,z_u.12.3,u.1.1,u.2.1,u.3.1,u.4.1,u.5.1,u.6.1,u.7.1,u.8.1,u.9.1,u.10.1,u.11.1,u.12.1,u.1.2,u.2.2,u.3.2,u.4.2,u.5.2,u.6.2,u.7.2,u.8.2,u.9.2,u.10.2,u.11.2,u.12.2,u.1.3,u.2.3,u.3.3,u.4.3,u.5.3,u.6.3,u.7.3,u.8.3,u.9.3,u.10.3,u.11.3,u.12.3
-9195.63,0.787714,0.0179176,4,27,1,9352.02,1.08252,-1.86433,0.858889,1,-0.692188,0.425828,0,0.721717,0.438511,0,0,0.791441,1.13622,1.90193,1.21655,14.2199,-0.593989,-1.30219,-1.22104,0.799984,-0.904384,-0.301591,-0.758567,0.599961,0.336572,1.35118,1.22618,-1.04559,-1.59328,-0.434667,0.512092,1.45389,-1.9565,-1.11676,-1.64112,1.86691,1.91284,1.67696,-1.48514,-0.533628,1.05939,-1.25,0.206672,1.8724,1.1324,0.978354,1.17904,1.29281,0.287019,0.629289,-0.810703,1.18436,-0.674904,-1.47957,-1.38738,0.908961,-1.02758,-0.342675,-0.861902,0.68169,0.382421,1.53525,1.39321,-1.18803,-1.40504,1.11767,2.31041,0.942516,-1.49498,-1.13588,-1.25404,1.77277,2.18257,0.523063,-3.65282,0.644026,-0.137675,-2.11,-0.160374,2.99283,-0.42194,0.189991,-0.13325,2.5515,1.47115,2.20047,-0.937634,0.314003
-9064.17,0.964062,0.0173597,4,15,0,9225.52,1.70756,-1.8369,0.946775,1,-0.715959,0.24361,0,0.698142,0.594455,0,0,0.76634,1.02461,1.95114,1.2848,13.8779,-0.38854,-1.26602,-1.27897,0.816856,-0.9704,-0.0947983,-0.697121,0.577659,0.323279,1.50111,1.37539,-0.93583,-1.41063,-0.598246,0.532316,1.42556,-1.96094,-1.05329,-1.57912,1.70437,1.88817,1.57181,-1.44773,-0.465606,1.14606,-1.39436,0.222034,1.90422,1.30541,1.06571,1.28843,1.4081,0.38623,0.60501,-0.888082,1.05374,-0.398102,-1.29717,-1.31045,0.83696,-0.994283,-0.0971314,-0.714279,0.591876,0.331236,1.53805,1.40924,-0.958862,-1.37876,0.953626,2.51174,0.800763,-1.31556,-1.30234,-1.1772,1.51469,2.12041,0.0441285,-3.89339,0.673058,-0.0705854,-2.22604,0.224868,3.21933,-0.516113,0.215157,-0.155674,2.86893,1.92356,2.266,-1.54963,0.388988
-9042.24,0.200992,0.0296643,2,5,1,9087.62,1.81752,-1.87001,0.906264,1,-0.746262,0.240514,0,0.665653,0.59109,0,0,0.769912,1.03771,1.96348,1.27722,13.8352,-0.433398,-1.25284,-1.29067,0.810063,-1.00324,-0.0708576,-0.615009,0.590175,0.31085,1.46743,1.35588,-0.945604,-1.39892,-0.622479,0.51716,1.40293,-1.94825,-1.05675,-1.55857,1.69234,1.93822,1.52355,-1.38055,-0.483841,1.17529,-1.38648,0.259734,1.88052,1.26431,1.0921,1.27682,1.40946,0.3751,0.628071,-0.92988,1.08005,-0.44974,-1.30008,-1.33933,0.840608,-1.04107,-0.0735294,-0.638199,0.612429,0.322571,1.52276,1.40701,-0.98126,-1.19333,1.02217,2.56711,0.64666,-1.07634,-1.27734,-1.13589,1.34712,2.07777,-0.158899,-3.79112,0.753189,-0.033533,-2.21819,0.24936,3.15719,-0.535768,0.254349,-0.110014,2.84492,1.9276,2.21859,-1.54013,0.406308
-8615.85,0.975486,0.00465354,6,63,0,9065.74,3.76492,-1.75553,0.673422,1,-0.734919,0.0293681,0,0.678154,0.762388,0,0,0.646453,0.833732,2.26239,1.18447,11.8606,-0.354672,-1.10943,-1.15806,0.934299,-0.622414,0.113163,-0.394207,0.701759,0.520006,1.63275,1.37662,-0.605105,-1.54146,-0.387164,0.426128,1.29467,-2.04263,-1.2855,-1.43314,1.58824,2.30615,1.69583,-1.54197,-0.477711,1.18741,-1.23567,0.206706,1.91704,1.20294,1.09607,1.31047,1.3424,0.497223,0.795234,-1.15882,1.16284,-0.295702,-0.92497,-0.96551,0.778955,-0.518926,0.0943478,-0.328663,0.585078,0.433546,1.36128,1.14773,-0.504495,-1.77528,1.25062,2.57926,0.43291,-2.09903,-2.16043,-1.54335,1.26996,2.67361,-0.112913,-4.65464,0.273165,-0.495111,-1.33437,0.502797,2.66951,-0.945104,-0.317636,-0.304442,2.48651,2.48133,2.19709,-2.23187,0.437957
-6433.57,0.77467,0.00838906,5,31,0,8640.02,9.30823,-1.93497,0.464652,1,-0.83561,0.355653,0,0.549324,0.591147,0,0,0.723917,4.18575,2.91704,1.34067,5.84894,-0.127303,-0.325829,-0.877758,1.48243,0.401969,0.521762,0.46986,1.41737,1.29397,2.40849,1.20037,-0.258447,-1.97253,-0.162282,0.644993,1.31796,-1.9179,-1.19289,-1.15016,1.54861,1.84439,1.73027,-1.36989,-0.835234,1.05612,-0.914571,-0.0206913,1.58628,1.35702,1.07786,0.987945,1.33288,0.243764,1.10142,-1.41617,1.44154,-0.532858,-1.36384,-3.67408,6.20508,1.68254,2.18397,1.96672,5.93276,5.41624,10.0813,5.02446,-1.08179,-2.85048,0.53417,3.17308,-1.50154,-4.05304,-3.18329,-2.9883,-0.973349,-0.198608,-3.09812,-5.12103,-0.708413,-0.599,-1.1716,0.0725703,3.29091,-0.0113009,0.349471,0.27133,3.19676,2.31531,3.58867,-1.88777,0.613887
-6422.18,0.389363,0.00811011,3,15,1,6467.11,9.30741,-1.91887,0.457278,1,-0.833188,0.363746,0,0.552989,0.590044,0,0,0.720789,4.2493,2.91763,1.35395,5.92714,-0.142231,-0.330056,-0.873161,1.48849,0.397685,0.536026,0.487328,1.41876,1.31245,2.39149,1.21554,-0.25591,-1.98779,-0.158236,0.653917,1.31468,-1.91296,-1.18969,-1.14701,1.53479,1.84434,1.73505,-1.36636,-0.842217,1.05755,-0.901666,-0.025081,1.55897,1.35827,1.06632,0.980853,1.33995,0.247025,1.10753,-1.42796,1.44637,-0.604384,-1.40251,-3.71032,6.32502,1.68988,2.27774,2.0708,6.02872,5.57699,10.1621,5.16521,-1.08744,-2.86138,0.547043,3.17764,-1.49728,-4.05314,-3.22251,-3.03527,-0.972645,-0.214786,-3.01419,-5.15941,-0.736746,-0.626004,-1.16891,0.0679043,3.30479,-0.00683133,0.354191,0.280898,3.23254,2.36088,3.64478,-1.8865,0.612661
-6175.7,0.898938,0.00240828,5,31,0,6452.69,9.40273,-1.96637,0.423721,1,-0.835606,0.331137,0,0.549329,0.59232,0,0,0.73451,4.77689,2.69025,1.34471,5.18658,-0.150094,-0.312125,-0.758328,1.45262,0.484852,0.620659,0.693408,1.45011,1.38734,2.30886,1.12986,-0.245135,-2.00245,-0.134031,0.626393,1.27797,-1.96308,-1.23749,-1.10777,1.52038,1.87188,1.69959,-1.39344,-0.849608,0.979725,-0.904378,-0.0330483,1.60168,1.27126,1.0689,1.03489,1.36168,0.205,1.09036,-1.46255,1.44364,-0.716985,-1.49099,-3.62245,6.939,2.31609,2.96482,3.31233,6.92699,6.62717,11.0292,5.39722,-1.17098,-2.62188,0.50358,2.63042,-1.37685,-3.99105,-3.22404,-3.19587,-1.01296,-0.352404,-2.67859,-4.5992,-0.704519,-0.694105,-1.139,0.128608,3.24671,-0.0920656,0.346465,0.448597,3.20162,2.31118,3.45876,-2.05133,0.640021
-5964.73,0.943415,0.00346511,4,15,0,6195.76,9.46579,-1.95667,0.464477,1,-0.834181,0.319293,0,0.551491,0.558129,0,0,0.765862,5.10662,2.70687,1.33165,4.92786,-0.187749,-0.275156,-0.699452,1.40924,0.543035,0.714906,0.844893,1.54677,1.42836,2.22947,1.10003,-0.224012,-2.00899,-0.125542,0.589824,1.24599,-1.98662,-1.24791,-1.11872,1.51232,1.86849,1.70683,-1.40671,-0.845203,0.958184,-0.934354,-0.0533975,1.61813,1.28152,1.1015,1.06714,1.4122,0.227777,1.08752,-1.43298,1.45904,-0.958763,-1.40512,-3.57184,7.19645,2.77307,3.65075,4.31455,7.89875,7.2941,11.3851,5.61744,-1.14394,-2.57511,0.433896,2.45987,-1.32205,-4.19182,-3.47717,-3.57782,-1.23501,-0.435961,-2.48621,-4.58384,-0.755906,-0.595763,-1.16321,0.0865205,3.17552,0.0613391,0.499851,0.616103,3.22191,2.22834,3.32563,-2.03923,0.764589
-5881.34,0.812882,0.00569262,3,7,0,5987.53,9.47547,-1.93458,0.450622,1,-0.840037,0.328401,0,0.54253,0.579909,0,0,0.745559,5.17687,2.70065,1.32022,4.90542,-0.192269,-0.240699,-0.673098,1.36696,0.57484,0.767039,0.901654,1.56826,1.47025,2.23402,1.06874,-0.230089,-2.00396,-0.126349,0.58828,1.2494,-2.00434,-1.24684,-1.13401,1.50358,1.87222,1.73537,-1.43591,-0.849749,0.960887,-0.922158,-0.0463114,1.5984,1.29371,1.10469,1.03889,1.43923,0.245478,1.07629,-1.45132,1.45743,-0.995352,-1.24607,-3.48454,7.07659,2.97588,3.97086,4.66775,8.11869,7.61129,11.5652,5.53273,-1.19114,-2.49997,0.360937,2.38896,-1.27055,-4.24083,-3.56699,-3.70706,-1.3548,-0.592319,-2.52556,-4.52847,-0.723048,-0.671803,-1.10877,0.112978,3.12252,-0.0119073,0.465318,0.545296,3.24774,2.31246,3.35659,-2.06452,0.684222
-5830.33,0.618404,0.00628304,3,7,0,5897,9.48253,-1.93051,0.44896,1,-0.84262,0.334017,0,0.538508,0.577996,0,0,0.744549,5.1842,2.71635,1.33844,4.79321,-0.191086,-0.243569,-0.660429,1.3608,0.58214,0.796288,0.935809,1.57329,1.4685,2.21118,1.04217,-0.240239,-1.9841,-0.115772,0.580652,1.25545,-1.99607,-1.26158,-1.12954,1.51099,1.84836,1.73199,-1.41575,-0.868857,0.958091,-0.903186,-0.0558354,1.6021,1.28806,1.10732,1.05103,1.42829,0.243722,1.06382,-1.46978,1.45701,-0.990626,-1.26271,-3.42379,7.05464,3.01793,4.12812,4.85142,8.15622,7.61299,11.4632,5.4028,-1.24545,-2.46493,0.388146,2.36099,-1.27822,-4.25224,-3.66801,-3.7942,-1.39077,-0.657431,-2.52754,-4.4563,-0.721073,-0.665581,-1.09851,0.0983058,3.17613,-0.000336746,0.483494,0.591922,3.29561,2.3293,3.38855,-2.09401,0.672398
-5809.68,0.912879,0.00388471,3,7,0,5846.31,9.48671,-1.93119,0.448138,1,-0.843839,0.330483,0,0.536596,0.577067,0,0,0.746843,5.19082,2.71732,1.35232,4.75218,-0.185432,-0.250096,-0.66075,1.3535,0.578878,0.803971,0.94383,1.58176,1.48555,2.19437,1.03659,-0.238395,-1.98636,-0.128206,0.58914,1.24913,-1.99705,-1.26527,-1.14109,1.51055,1.85536,1.71895,-1.41495,-0.855792,0.959857,-0.914675,-0.0634661,1.60099,1.28941,1.10225,1.04266,1.42641,0.235566,1.05551,-1.47481,1.45533,-0.962542,-1.2982,-3.42983,7.02578,3.00485,4.17327,4.89925,8.21061,7.71123,11.3906,5.38075,-1.23747,-2.47112,0.386527,2.37411,-1.2822,-4.23925,-3.68838,-3.828,-1.42441,-0.70104,-2.52524,-4.44002,-0.701196,-0.663559,-1.13562,0.100353,3.19665,0.00253,0.485162,0.584392,3.32636,2.34972,3.38818,-2.13044,0.695456
-5331.22,0.679956,0.00579169,3,7,0,5833.24,9.51837,-1.88872,0.462235,1,-0.827321,0.363413,0,0.561729,0.546925,0,0,0.754191,5.5597,2.75023,1.33424,4.04055,-0.206433,-0.221976,-0.60196,1.19789,0.71866,0.968052,1.25668,1.70659,1.56858,2.054,0.926167,-0.25303,-1.99547,-0.139464,0.579614,1.21146,-1.98401,-1.25841,-1.10202,1.48611,1.81421,1.66485,-1.39594,-0.871564,0.965965,-0.942576,-0.0855901,1.57318,1.32196,1.12031,1.04016,1.4976,0.252247,1.04761,-1.44912,1.48441,-1.14771,-1.23412,-3.34672,6.65993,3.99553,5.38207,6.98676,9.48812,8.72084,11.4196,5.14921,-1.40677,-2.61307,0.289611,2.26509,-0.854031,-4.70024,-4.14672,-4.56184,-1.58717,-0.766279,-2.10151,-4.2639,-0.770741,-0.584227,-1.15789,0.0449556,3.04793,0.23093,0.678436,0.851849,3.41895,2.33829,3.26502,-2.02779,0.735025
-5165.96,0.673365,0.00433846,4,15,0,5355.98,9.53006,-1.89492,0.483155,1,-0.828361,0.382775,0,0.560195,0.528689,0,0,0.757609,5.59114,2.74969,1.35689,3.81405,-0.186404,-0.245374,-0.544212,1.13437,0.777431,1.00631,1.32893,1.7656,1.56228,2.01262,0.890804,-0.272596,-2.01581,-0.16791,0.569006,1.23666,-1.9941,-1.24693,-1.09198,1.47089,1.80033,1.66687,-1.42358,-0.86714,0.957308,-0.928419,-0.093775,1.58256,1.33725,1.15054,1.05141,1.49829,0.267843,1.04432,-1.41324,1.49681,-1.04221,-1.37192,-3.04277,6.34242,4.34673,5.62644,7.43021,9.87169,8.73491,11.2528,4.9806,-1.52412,-2.6805,0.300255,2.11605,-0.678897,-4.84242,-4.21284,-4.709,-1.75585,-0.785291,-2.01663,-4.22185,-0.714808,-0.558797,-1.20231,0.0291341,3.10317,0.347953,0.810892,0.987703,3.51243,2.37827,3.31464,-2.01137,0.775065
-2838.96,0.837552,0.00320699,5,31,0,5163.5,9.55828,-1.91582,0.401101,1,-0.803249,0.391573,0,0.595643,0.548717,0,0,0.738634,5.71203,2.69798,1.29897,1.29821,-0.328116,-0.147551,0.286458,0.417935,1.15942,1.82195,2.33617,2.30508,1.72444,0.912294,0.187686,-0.191113,-2.03684,-0.219966,0.513233,1.22917,-1.9608,-1.15069,-1.05191,1.48494,1.80434,1.83717,-1.28667,-0.94169,0.869507,-0.906558,-0.0570352,1.63486,1.30207,1.07493,1.17025,1.43774,0.297007,1.06725,-1.41509,1.4815,-1.87421,-0.842813,1.63626,2.38726,6.62261,10.407,13.3442,13.1667,9.85004,5.21105,1.07207,-1.09164,-2.5622,-0.0337285,0.203985,1.06959,-5.66371,-5.79766,-6.75329,-2.60911,-0.837482,0.97531,-2.47447,-1.09916,-0.784427,-1.10165,0.456798,2.65729,0.441428,1.1379,1.56132,3.61034,2.44817,2.7975,-2.17937,0.653039
