# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=109533377
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=draws_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,L_u.1.1,L_u.2.1,L_u.3.1,L_u.1.2,L_u.2.2,L_u.3.2,L_u.1.3,L_u.2.3,L_u.3.3,sigma_u.1,sigma_u.2,sigma_u.3,sigma,z_u.1.1,z_u.2.1,z_u.3.1,z_u.4.1,z_u.5.1,z_u.6.1,z_u.7.1,z_u.8.1,z_u.9.1,z_u.10.1,z_u.11.1,z_u.12.1,z_u.1.2,z_u.2.2,z_u.3.2,z_u.4.2,z_u.5.2,z_u.6.2,z_u.7.2,z_u.8.2,z_u.9.2,z_u.10.2,z_u.11.2,z_u.12.2,z_u.1.3,z_u.2.3,z_u.3.3,z_u.4.3,z_u.5.3,z_u.6.3,z_u.7.3,z_u.8.3,z_u.9.3,z_u.10.3,z_u.11.3,z_u.12.3,u.1.1,u.2.1,u.3.1,u.4.1,u.5.1,u.6.1,u.7.1,u.8.1,u.9.1,u.10.1,u.11.1,u.12.1,u.1.2,u.2.2,u.3.2,u.4.2,u.5.2,u.6.2,u.7.2,u.8.2,u.9.2,u.10.2,u.11.2,u.12.2,u.1.3,u.2.3,u.3.3,u.4.3,u.5.3,u.6.3,u.7.3,u.8.3,u.9.3,u.10.3,u.11.3,u.12.3
-8918.74,0.478968,0.0179176,3,13,1,9516.05,-0.238269,-0.130522,0.511819,1,-0.629249,-0.912857,0,0.777204,-0.267748,0,0,0.308226,5.83253,3.57953,0.141145,13.3042,1.05167,0.844914,0.704817,-0.954194,-0.633766,-0.428889,2.0544,1.31464,1.18152,1.6324,2.15678,-1.2439,0.414647,1.14082,-0.995259,0.710436,0.434604,-1.02953,1.21858,1.82398,-0.623266,1.59776,-0.812334,-1.62237,1.00057,-1.3971,-1.34229,0.271265,-1.26416,1.00497,-0.000163415,-0.935394,0.579823,-0.594487,1.5485,-0.215901,6.13387,4.92799,4.11087,-5.56537,-3.69646,-2.50151,11.9824,7.66767,6.89127,9.52102,12.5795,-7.25507,-1.21523,1.2707,-4.35638,4.1257,2.63659,-1.89816,-1.23725,2.11325,-4.39522,0.768161,-7.1179,-1.71171,-0.107642,-0.212756,-0.111596,0.107896,0.0102366,0.137888,-0.310758,-0.279009,-0.103454,-0.29657,-0.179825,0.212189
-8587,0.827512,0.00654642,4,15,0,8942.16,-0.00874379,-0.192822,0.650719,1,-0.603769,-0.900569,0,0.797159,-0.303012,0,0,0.311703,7.16836,3.65505,0.157592,12.3035,1.03324,0.87675,0.76775,-0.724692,-0.368905,-0.017963,2.20927,1.50143,1.34532,1.73582,2.17498,-1.10136,0.459133,1.09646,-0.877166,0.682694,0.422211,-0.996791,1.16916,1.81638,-0.546522,1.60311,-0.811808,-1.60013,1.01462,-1.37545,-1.45787,0.251567,-1.23981,1.03632,-0.0157765,-0.986105,0.546575,-0.69144,1.48761,-0.0952789,7.4066,6.28486,5.50351,-5.19485,-2.64444,-0.128765,15.8368,10.7628,9.64373,12.443,15.5911,-7.89498,-0.942395,1.2599,-4.25004,3.5884,2.04428,-2.86467,-1.46892,1.97894,-4.56124,0.840284,-7.1651,-2.23172,-0.118724,-0.244354,-0.138688,0.0826074,-0.0287075,0.101055,-0.37015,-0.348263,-0.137985,-0.356869,-0.196839,0.228038
-8552,0.387339,0.00729817,4,15,0,8608.81,-0.00122188,-0.181459,0.676483,1,-0.614412,-0.899114,0,0.788985,-0.302168,0,0,0.316685,7.3406,3.73893,0.155864,12.1962,1.07312,0.857839,0.760642,-0.690504,-0.349436,0.0253964,2.21289,1.50892,1.34674,1.73028,2.16661,-1.06338,0.462183,1.11099,-0.869869,0.67609,0.412047,-0.980302,1.16976,1.82919,-0.538745,1.61448,-0.838231,-1.58192,1.00197,-1.37615,-1.46685,0.252352,-1.25158,1.03535,-0.030958,-0.977734,0.558214,-0.687691,1.50978,-0.0891253,7.87732,6.29705,5.58357,-5.06871,-2.56507,0.186425,16.244,11.0764,9.88586,12.7013,15.9042,-7.80585,-1.10179,1.3067,-4.31345,3.58069,2.01826,-2.95019,-1.63282,1.92967,-4.68306,0.787767,-7.44998,-2.22375,-0.122696,-0.240468,-0.138031,0.0773809,-0.0322141,0.0937149,-0.366733,-0.345869,-0.135804,-0.352462,-0.189627,0.219126
-8366,0.990847,0.00206629,5,31,0,8569.89,0.0169163,-0.193947,0.658191,1,-0.62698,-0.893132,0,0.779036,-0.299184,0,0,0.335864,7.85523,3.90308,0.150079,10.983,1.10394,0.864664,0.795631,-0.506754,-0.227269,0.195689,2.29453,1.54748,1.42167,1.72027,2.16721,-0.959873,0.451074,1.10058,-0.871289,0.660465,0.406932,-0.965501,1.12254,1.80625,-0.529133,1.65601,-0.850176,-1.51893,0.971591,-1.38272,-1.50314,0.286243,-1.2289,1.04831,-0.0487242,-0.968898,0.544088,-0.627666,1.51715,-0.0574216,8.67169,6.79213,6.24986,-3.98067,-1.78525,1.53718,18.024,12.1558,11.1676,13.5131,17.0239,-7.54003,-1.32995,1.2305,-4.5963,3.24834,1.79349,-3.41462,-2.20183,1.70523,-5.08795,0.825548,-7.88855,-2.26957,-0.119252,-0.235014,-0.143292,0.0526982,-0.0497524,0.0699633,-0.360418,-0.337367,-0.139378,-0.336581,-0.175845,0.193969
-8086.29,0.919604,0.00392517,4,15,0,8393.85,0.124498,-0.180256,0.672268,1,-0.641256,-0.894819,0,0.767327,-0.273312,0,0,0.352986,8.33267,3.8184,0.146033,10.4229,1.16908,0.944783,0.83231,-0.338854,-0.025227,0.384624,2.305,1.63822,1.52693,1.77434,2.12192,-0.771153,0.436965,1.08426,-0.882593,0.641231,0.386167,-0.956727,1.05655,1.81624,-0.503741,1.70832,-0.796112,-1.50659,0.94096,-1.3761,-1.48957,0.281193,-1.30879,1.07416,-0.127628,-0.931258,0.53017,-0.70287,1.46822,-0.00910676,9.74154,7.87256,6.93537,-2.82356,-0.210208,3.20494,19.2068,13.6507,12.7234,14.785,17.6813,-6.42576,-1.58228,0.863488,-4.62393,2.70849,1.19322,-3.74495,-2.54831,1.31023,-5.21474,0.660707,-7.52825,-2.52604,-0.121703,-0.237669,-0.150318,0.0331808,-0.0795817,0.0432959,-0.34995,-0.334567,-0.152095,-0.336274,-0.16982,0.160432
-8081.55,0.668259,0.00597415,4,15,0,8109.85,0.125135,-0.175517,0.664433,1,-0.638746,-0.894872,0,0.769417,-0.273157,0,0,0.352971,8.38002,3.81877,0.146002,10.4118,1.16493,0.940759,0.8253,-0.331435,-0.0188706,0.382808,2.30812,1.63504,1.5242,1.78758,2.11685,-0.771072,0.433427,1.08484,-0.887173,0.640824,0.3808,-0.964218,1.05607,1.81894,-0.498745,1.69638,-0.789018,-1.51079,0.932435,-1.3782,-1.47859,0.27664,-1.29699,1.06553,-0.123824,-0.914052,0.531117,-0.707686,1.46522,-0.0109483,9.76215,7.88357,6.91603,-2.77743,-0.158136,3.20794,19.3421,13.7017,12.7728,14.98,17.7392,-6.4616,-1.56803,0.892784,-4.61982,2.69134,1.16491,-3.76685,-2.52706,1.35624,-5.1833,0.624045,-7.4818,-2.55824,-0.121436,-0.237203,-0.148645,0.0320025,-0.0795613,0.0433512,-0.350063,-0.333271,-0.15188,-0.337678,-0.169597,0.160432
-8005.87,0.89324,0.00419338,4,15,0,8100.68,0.147624,-0.186086,0.647356,1,-0.642073,-0.886409,0,0.766644,-0.282,0,0,0.367091,8.51515,3.78336,0.144178,10.0736,1.14015,0.954574,0.817089,-0.281658,0.0215713,0.419487,2.32898,1.66614,1.5487,1.77836,2.10194,-0.73234,0.440674,1.05445,-0.866651,0.64462,0.362545,-0.971021,1.05342,1.7943,-0.474624,1.71707,-0.78617,-1.54182,0.920221,-1.38772,-1.46237,0.268562,-1.30316,1.04644,-0.1268,-0.891158,0.53321,-0.687389,1.46491,-0.036706,9.70851,8.12834,6.95764,-2.39836,0.183683,3.572,19.8316,14.1874,13.1874,15.143,17.8984,-6.23599,-1.49146,0.739563,-4.49857,2.55391,0.999156,-3.83545,-2.60212,1.15697,-5.13872,0.660373,-7.3863,-2.69305,-0.114924,-0.238313,-0.146586,0.024001,-0.0864685,0.0412537,-0.347185,-0.333052,-0.150406,-0.333468,-0.159133,0.154338
-7983.27,0.620825,0.00590517,4,15,0,8028.49,0.127746,-0.179051,0.654927,1,-0.653042,-0.88398,0,0.757321,-0.284312,0,0,0.371142,8.75655,3.80061,0.144653,9.94362,1.13599,0.963759,0.831421,-0.280736,0.0284671,0.443559,2.33359,1.67009,1.56472,1.77571,2.09872,-0.716637,0.437618,1.04703,-0.874126,0.630403,0.348864,-0.962261,1.01774,1.78904,-0.48727,1.71408,-0.779101,-1.55306,0.910393,-1.41292,-1.4664,0.278286,-1.29058,1.0445,-0.133778,-0.893105,0.535356,-0.680613,1.46599,-0.030934,9.94736,8.4392,7.28038,-2.45828,0.249274,3.88404,20.4342,14.6242,13.7016,15.5491,18.3775,-6.27527,-1.5599,0.621626,-4.57953,2.51125,0.933475,-3.87055,-2.86253,1.00425,-5.28608,0.526356,-7.45141,-2.69148,-0.114382,-0.242153,-0.149091,0.0249118,-0.087275,0.0389324,-0.347436,-0.335081,-0.151301,-0.334096,-0.157618,0.153848
-7799.76,0.887851,0.00363469,4,15,0,8010.15,0.163757,-0.180273,0.604363,1,-0.66209,-0.890493,0,0.749424,-0.280928,0,0,0.357913,8.98511,3.82828,0.146174,9.4502,1.11577,0.968829,0.879232,-0.189946,0.150803,0.59116,2.37368,1.73615,1.57509,1.75502,2.09142,-0.641062,0.459749,1.09559,-0.833655,0.650753,0.377853,-1.01119,0.999934,1.81248,-0.506931,1.73845,-0.802017,-1.55539,0.874687,-1.42049,-1.41467,0.223995,-1.27147,1.03062,-0.176698,-0.866562,0.538867,-0.662087,1.45688,-0.0114869,10.0253,8.70503,7.89999,-1.70668,1.35498,5.31163,21.3277,15.5995,14.1523,15.769,18.7916,-5.76001,-1.50908,0.687605,-4.62032,2.34846,0.70183,-4.39951,-3.14767,0.799457,-5.44672,0.539232,-7.60204,-2.83753,-0.118354,-0.245416,-0.154225,0.00972083,-0.101666,0.018494,-0.35928,-0.345754,-0.156015,-0.334473,-0.163079,0.146715
-7358.39,0.686502,0.00504388,4,15,0,7826.66,0.273123,-0.151793,0.674755,1,-0.701514,-0.887868,0,0.712655,-0.286927,0,0,0.359672,9.6032,3.75525,0.147838,8.13843,1.09563,0.900054,0.922366,0.0580422,0.334016,0.78521,2.37226,1.78212,1.69276,1.67663,1.9991,-0.401143,0.452285,1.06798,-0.820303,0.692696,0.378246,-1.02573,0.916644,1.7714,-0.508323,1.76773,-0.845852,-1.59051,0.862665,-1.48654,-1.3796,0.179765,-1.23762,1.05302,-0.167826,-0.860737,0.576939,-0.643931,1.41365,0.036393,10.5215,8.64339,8.85767,0.55739,3.20762,7.54053,22.7813,17.1141,16.2559,16.101,19.1977,-3.85226,-1.67588,0.487049,-4.62514,1.70089,0.132342,-4.81358,-3.79627,0.0458715,-5.8197,0.313947,-7.53001,-3.19976,-0.117128,-0.242488,-0.159633,-0.0274433,-0.125696,-0.00356453,-0.359192,-0.354832,-0.169953,-0.329302,-0.151355,0.122057
-7328.43,0.908582,0.00382747,3,7,0,7373.76,0.290135,-0.14715,0.678077,1,-0.704024,-0.887262,0,0.710177,-0.287292,0,0,0.360875,9.67299,3.7739,0.14621,7.97656,1.10018,0.897655,0.92385,0.0696169,0.342323,0.801309,2.38039,1.78335,1.69733,1.67862,1.98561,-0.395709,0.440191,1.07865,-0.821401,0.698507,0.370344,-1.02638,0.92128,1.77349,-0.50803,1.76435,-0.846533,-1.58184,0.859251,-1.48531,-1.37999,0.194439,-1.23733,1.04851,-0.170794,-0.861921,0.574924,-0.642395,1.40842,0.0215455,10.6421,8.68301,8.93639,0.673404,3.31129,7.75106,23.0255,17.2503,16.4182,16.2373,19.2068,-3.82769,-1.74333,0.505949,-4.65606,1.68713,0.0830504,-4.87985,-3.85535,0.0149799,-5.87125,0.268737,-7.54442,-3.18819,-0.115876,-0.240129,-0.158158,-0.0281127,-0.125251,-0.00551507,-0.356511,-0.351322,-0.168514,-0.325769,-0.147715,0.118916
-7256.7,0.696595,0.00563502,3,7,0,7347.64,0.292275,-0.137471,0.666513,1,-0.706884,-0.882194,0,0.70733,-0.292367,0,0,0.369128,9.80749,3.84366,0.14658,7.82537,1.11328,0.886355,0.93434,0.111511,0.371872,0.838714,2.38279,1.78582,1.71492,1.67579,1.96968,-0.365582,0.428941,1.06817,-0.810057,0.689526,0.378033,-1.03521,0.909472,1.76567,-0.508054,1.78626,-0.827043,-1.5815,0.878801,-1.48492,-1.38063,0.191299,-1.24555,1.05033,-0.169797,-0.866008,0.576339,-0.637762,1.41708,0.0188583,10.9185,8.69291,9.16352,1.09364,3.64713,8.22567,23.3692,17.5144,16.8191,16.4353,19.3176,-3.58544,-1.85863,0.49583,-4.74095,1.57166,0.0173883,-5.09328,-4.00147,-0.051715,-6.04075,0.303215,-7.60018,-3.30638,-0.114794,-0.240737,-0.160808,-0.0336188,-0.131681,-0.0072617,-0.356286,-0.353453,-0.168804,-0.327758,-0.142587,0.11607
-7024.45,0.862279,0.00443313,3,7,0,7282.41,0.34379,-0.125612,0.672747,1,-0.697401,-0.883173,0,0.716681,-0.297443,0,0,0.362674,10.0107,3.91258,0.147118,7.42544,1.09012,0.861329,0.916368,0.166305,0.489723,0.921219,2.36594,1.80442,1.69725,1.68768,1.87645,-0.243137,0.425108,1.06961,-0.820646,0.698976,0.329522,-1.07335,0.920825,1.79555,-0.546898,1.77117,-0.848332,-1.5691,0.856708,-1.49894,-1.37147,0.1756,-1.25774,1.06271,-0.148926,-0.849406,0.585367,-0.664992,1.35755,0.0192299,10.9128,8.62247,9.17344,1.66482,4.90245,9.222,23.6846,18.0634,16.9906,16.8948,18.7845,-2.43396,-1.7825,0.649,-4.80159,1.5062,-0.412274,-5.52342,-3.87374,0.111248,-6.16473,0.361418,-7.49894,-3.73643,-0.114531,-0.238695,-0.156329,-0.0428253,-0.145157,-0.0160241,-0.355648,-0.358341,-0.16536,-0.332267,-0.134253,0.101279
-6959.78,0.663067,0.00567361,3,7,0,7052.48,0.329686,-0.148463,0.674953,1,-0.696147,-0.883572,0,0.717899,-0.290531,0,0,0.367277,9.96148,3.84973,0.144183,7.19051,1.0959,0.844668,0.9193,0.206788,0.503898,0.940315,2.35281,1.84518,1.70395,1.67325,1.8666,-0.226584,0.430513,1.07489,-0.816358,0.715426,0.33993,-1.07097,0.920556,1.78067,-0.544464,1.7741,-0.857128,-1.55727,0.864939,-1.49237,-1.36462,0.16628,-1.2782,1.0569,-0.157903,-0.852285,0.600556,-0.667793,1.37275,0.0358912,10.9168,8.41414,9.15759,2.05992,5.01957,9.36693,23.4375,18.3807,16.9739,16.668,18.5941,-2.25711,-1.74717,0.707,-4.71989,1.42305,-0.410965,-5.4799,-3.76133,-0.0237573,-6.0713,0.418861,-7.37131,-3.69661,-0.111844,-0.231663,-0.155182,-0.0475077,-0.146122,-0.0189616,-0.346663,-0.354793,-0.162467,-0.322845,-0.129199,0.0959999
