# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=109533377
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=draws_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,L_u.1.1,L_u.2.1,L_u.3.1,L_u.1.2,L_u.2.2,L_u.3.2,L_u.1.3,L_u.2.3,L_u.3.3,sigma_u.1,sigma_u.2,sigma_u.3,sigma,z_u.1.1,z_u.2.1,z_u.3.1,z_u.4.1,z_u.5.1,z_u.6.1,z_u.7.1,z_u.8.1,z_u.9.1,z_u.10.1,z_u.11.1,z_u.12.1,z_u.1.2,z_u.2.2,z_u.3.2,z_u.4.2,z_u.5.2,z_u.6.2,z_u.7.2,z_u.8.2,z_u.9.2,z_u.10.2,z_u.11.2,z_u.12.2,z_u.1.3,z_u.2.3,z_u.3.3,z_u.4.3,z_u.5.3,z_u.6.3,z_u.7.3,z_u.8.3,z_u.9.3,z_u.10.3,z_u.11.3,z_u.12.3,u.1.1,u.2.1,u.3.1,u.4.1,u.5.1,u.6.1,u.7.1,u.8.1,u.9.1,u.10.1,u.11.1,u.12.1,u.1.2,u.2.2,u.3.2,u.4.2,u.5.2,u.6.2,u.7.2,u.8.2,u.9.2,u.10.2,u.11.2,u.12.2,u.1.3,u.2.3,u.3.3,u.4.3,u.5.3,u.6.3,u.7.3,u.8.3,u.9.3,u.10.3,u.11.3,u.12.3
-8319.34,0.833219,0.0087478,4,15,0,8637.93,4.12484,0.278249,-0.801247,1,-0.551377,0.484923,0,0.834256,0.820745,0,0,0.302038,2.92058,1.45526,5.14197,10.8687,1.47371,-0.441973,1.44637,0.818208,1.18424,0.172135,-0.589321,-0.00699242,1.90825,-0.205764,1.41882,1.48136,0.427008,-0.725333,-0.124363,-0.960067,-1.77613,1.34056,-0.646856,-0.092099,-1.01299,-0.238685,-1.7391,0.780272,-0.862201,-1.8871,1.39052,-1.74482,1.11501,1.94757,-1.98964,1.53128,1.46755,-1.30442,1.55358,-1.98834,4.3041,-1.29082,4.22424,2.38964,3.45867,0.502733,-1.72116,-0.0204219,5.57319,-0.60095,4.14377,4.32643,-0.66409,-0.525958,-1.31155,-1.8221,-3.10656,1.48939,-0.312452,-0.106203,-2.76099,-0.124673,-3.24982,-0.241341,4.13767,-7.09392,5.24121,-4.72136,-2.81118,9.11141,-7.28938,1.97206,2.76229,-3.54622,-1.38885,3.89862
-6045.41,0.598107,0.00979351,4,15,0,8339.52,5.80111,0.106567,-0.714856,1,-0.582333,0.470207,0,0.812951,0.794051,0,0,0.385211,7.40133,1.82974,6.5554,5.75601,1.07314,0.0717409,1.24249,1.01752,1.40064,1.33267,1.0534,1.70309,2.22603,0.894607,1.34989,1.05145,0.522641,-0.731117,0.163145,-0.83061,-2.06185,1.24427,-0.778942,-0.0374305,-0.99422,-0.127118,-1.55633,0.689194,-0.807738,-1.90162,1.68468,-1.72037,1.05477,1.96491,-2.13145,1.65087,1.4834,-1.31174,1.46021,-2.07649,7.94266,0.530978,9.19609,7.53102,10.3666,9.86357,7.79654,12.6051,16.4756,6.62128,9.99096,7.78216,-0.366025,-1.16397,-1.08122,-2.31971,-4.55937,0.430845,-2.28108,-1.87034,-3.85076,-1.1423,-3.75334,-0.0951737,3.98865,-8.38655,8.93324,-5.53149,-3.75178,15.5464,-6.19004,9.22355,5.43217,-1.21658,-0.252955,1.5849
-5703.65,0.717675,0.00529507,3,14,1,6072.86,5.81589,0.10452,-0.72076,1,-0.564853,0.456412,0,0.825192,0.799742,0,0,0.390001,7.12389,1.80835,6.44255,4.77904,0.985491,0.139947,1.19414,1.01966,1.40669,1.39643,1.17196,1.78645,2.238,0.951333,1.33464,0.958231,0.546927,-0.731161,0.165985,-0.806906,-2.0886,1.21904,-0.832128,-0.0402022,-0.983758,-0.0994855,-1.57678,0.71324,-0.790297,-1.87703,1.68553,-1.69951,1.05265,1.98788,-2.14511,1.61114,1.50011,-1.34494,1.47648,-2.04009,7.02053,0.996964,8.50695,7.26394,10.0211,9.94802,8.34889,12.7265,15.9432,6.77719,9.5078,6.82633,-0.190487,-1.23401,-0.972072,-2.24563,-4.55354,0.392711,-2.43883,-1.88477,-3.75401,-1.1202,-3.7162,0.0855353,3.73007,-8.07194,8.6016,-5.42942,-3.98004,15.3818,-6.23117,9.094,5.28121,-1.09454,-0.48993,1.36657
-5088.62,0.662531,0.00422919,3,7,0,5720.12,5.82049,0.097832,-0.727398,1,-0.573365,0.444311,0,0.8193,0.802439,0,0,0.398345,7.39395,1.77065,6.25483,3.85457,0.7962,0.181095,1.08028,0.991464,1.41803,1.48666,1.43511,1.89419,2.14711,1.02688,1.21658,0.83981,0.593083,-0.722558,0.166267,-0.822992,-2.08315,1.22042,-0.850607,-0.0664011,-0.925736,-0.0560786,-1.5774,0.711366,-0.800081,-1.86207,1.6435,-1.66658,1.04431,1.97455,-2.11417,1.6159,1.52633,-1.33134,1.49769,-2.00154,5.88706,1.33901,7.98755,7.33084,10.4849,10.9923,10.6112,14.0056,15.8757,7.5927,8.99535,6.20952,0.0520569,-1.23207,-0.855531,-2.20048,-4.46164,0.261168,-2.69094,-2.01937,-3.52278,-1.12387,-3.52344,0.179375,3.196,-7.76284,7.93163,-5.52776,-3.91276,15.1768,-5.54861,8.957,5.12361,-0.74482,-0.804571,0.917326
-4884.46,0.77004,0.00287493,4,15,0,5117.36,5.80918,0.112418,-0.705043,1,-0.57753,0.45652,0,0.816369,0.800598,0,0,0.388113,7.36388,1.74081,6.20282,3.67512,0.751514,0.219204,1.04691,1.0134,1.41376,1.51029,1.50782,1.92027,2.08549,1.0573,1.16183,0.790062,0.610392,-0.741982,0.165222,-0.80106,-2.06453,1.20887,-0.84491,-0.0693672,-0.929817,-0.0657194,-1.57601,0.716049,-0.791577,-1.87893,1.66738,-1.67095,1.05015,1.95511,-2.11167,1.5812,1.53145,-1.32014,1.50237,-1.98057,5.53405,1.61419,7.7093,7.46256,10.4107,11.1216,11.1034,14.1406,15.3573,7.78583,8.55555,5.81792,0.111906,-1.27485,-0.817727,-2.15727,-4.35535,0.199578,-2.71666,-2.02916,-3.4181,-1.15638,-3.40781,0.223305,3.25362,-7.58726,7.79907,-5.13103,-3.72091,14.9866,-5.00972,8.89974,4.97488,-0.510485,-0.919654,1.02509
-4734.92,0.985304,0.00275832,3,7,0,4903.72,5.802,0.11025,-0.701117,1,-0.57597,0.460468,0,0.81747,0.796814,0,0,0.391223,7.52566,1.75712,6.14928,3.5448,0.731304,0.230038,0.992878,1.00749,1.39556,1.52399,1.54671,1.95283,2.06454,1.0832,1.12828,0.767339,0.611019,-0.743642,0.184473,-0.811655,-2.0601,1.21008,-0.828568,-0.0815615,-0.947861,-0.0618185,-1.59574,0.712726,-0.78839,-1.87418,1.66268,-1.67284,1.04456,1.9618,-2.11338,1.59906,1.53321,-1.30509,1.51763,-1.97383,5.50355,1.73119,7.47207,7.582,10.5025,11.4691,11.6401,14.6963,15.5371,8.15179,8.49106,5.77473,0.137548,-1.30097,-0.739865,-2.18548,-4.37149,0.195797,-2.7555,-2.09351,-3.45092,-1.18505,-3.43399,0.24717,3.16795,-7.50115,7.71526,-5.14866,-3.62965,14.964,-4.76449,8.97683,4.89,-0.375487,-0.973068,0.916472
-3917.35,0.633163,0.00516322,3,7,0,4752.32,5.77429,0.160682,-0.74243,1,-0.606122,0.453345,0,0.795372,0.803355,0,0,0.386134,7.81201,1.78756,6.15394,2.78558,0.534466,0.271709,0.83663,0.955603,1.38464,1.60178,1.77412,2.07444,1.97385,1.14622,1.00697,0.610132,0.601027,-0.757722,0.203289,-0.809392,-2.04296,1.25035,-0.823596,-0.0768236,-0.974533,-0.062247,-1.5854,0.732749,-0.762014,-1.87477,1.66624,-1.64602,1.06715,1.94393,-2.10609,1.60371,1.53441,-1.32303,1.49285,-1.98076,4.17526,2.12259,6.53576,7.46519,10.8168,12.5131,13.8595,16.2056,15.4197,8.9543,7.86645,4.76636,0.275441,-1.3717,-0.61744,-2.18615,-4.40487,0.0422222,-3.09319,-2.35684,-3.52419,-1.33041,-3.34512,0.380739,2.65171,-7.44292,7.29851,-5.24683,-3.70125,15.2695,-4.12675,9.21841,4.33501,-0.253799,-1.48123,0.617965
-2903.6,0.930538,0.00328061,4,15,0,3939.08,5.73157,0.11252,-0.745374,1,-0.596969,0.414162,0,0.802265,0.817729,0,0,0.399736,7.91879,1.73736,6.23151,1.9554,0.35254,0.310172,0.664132,0.887786,1.35707,1.68904,2.03441,2.1325,1.86733,1.26028,0.803729,0.44083,0.589546,-0.769388,0.173788,-0.792073,-2.0834,1.24313,-0.843089,-0.0740145,-0.973804,-0.0108036,-1.60747,0.712437,-0.782283,-1.9001,1.62195,-1.6386,1.06173,1.91084,-2.15202,1.57913,1.5261,-1.37848,1.54748,-1.9627,2.79169,2.45619,5.25912,7.03019,10.7464,13.3752,16.1101,16.8868,14.787,9.97987,6.36456,3.49084,0.456086,-1.39408,-0.446574,-2.02477,-4.31138,-0.0190876,-3.2851,-2.31488,-3.29401,-1.32215,-3.07412,0.535804,1.96537,-7.85311,6.63981,-5.8266,-4.46923,15.4536,-4.40619,9.06005,3.65853,-0.236185,-2.26216,-0.120923
-2616.5,0.857143,0.00518545,3,7,0,2913.98,5.7365,0.134384,-0.753123,1,-0.588044,0.406515,0,0.808829,0.819815,0,0,0.403298,7.88144,1.75265,6.2007,1.6527,0.252701,0.366164,0.647791,0.879588,1.31338,1.74908,2.10933,2.12272,1.82037,1.25491,0.701788,0.347252,0.612824,-0.785734,0.190984,-0.780812,-2.0732,1.24209,-0.84292,-0.0698866,-0.989316,-0.0198792,-1.59425,0.69681,-0.756428,-1.91752,1.61996,-1.63663,1.08521,1.8838,-2.17341,1.57297,1.5282,-1.3767,1.5222,-1.94271,1.99165,2.8859,5.10553,6.93242,10.3513,13.7853,16.6245,16.7301,14.3471,9.89051,5.5311,2.73685,0.608293,-1.49123,-0.3969,-2.01341,-4.29258,-0.0418888,-3.36887,-2.28682,-3.27859,-1.32154,-2.98328,0.629903,1.8606,-7.86645,6.65481,-5.84481,-4.51455,15.4338,-4.40309,8.92901,3.38108,-0.380589,-2.52865,-0.440706
-2610.21,0.114527,0.00654266,2,7,1,2641.73,5.72308,0.137332,-0.755292,1,-0.585956,0.407942,0,0.810343,0.820017,0,0,0.401441,7.82839,1.74989,6.14639,1.64215,0.241592,0.36178,0.638313,0.87566,1.30131,1.7486,2.09735,2.13164,1.83118,1.25188,0.699206,0.3394,0.607256,-0.791089,0.191788,-0.767048,-2.06388,1.23726,-0.841103,-0.07556,-0.979759,-0.0208514,-1.59329,0.690015,-0.768138,-1.92953,1.61381,-1.62869,1.08423,1.88642,-2.17628,1.57672,1.51676,-1.37676,1.52185,-1.93896,1.89128,2.83215,4.99696,6.855,10.1872,13.6887,16.4189,16.6873,14.3352,9.80024,5.47365,2.65696,0.613376,-1.49272,-0.382543,-1.98554,-4.26092,-0.0384856,-3.34323,-2.29284,-3.26692,-1.3132,-2.97623,0.63044,1.77111,-7.84105,6.54908,-5.68908,-4.46415,15.275,-4.35022,8.85441,3.39581,-0.363182,-2.5222,-0.455449
-2581.86,0.999716,0.000900264,6,127,0,2627.81,5.72563,0.143812,-0.774139,1,-0.580664,0.410838,0,0.814143,0.817617,0,0,0.403378,7.8607,1.71346,6.25019,1.57831,0.235406,0.348259,0.634489,0.859351,1.31122,1.74894,2.1034,2.14968,1.81629,1.25803,0.697368,0.337306,0.611648,-0.808944,0.215504,-0.771692,-2.0506,1.23797,-0.85355,-0.0607056,-0.99623,-0.0268218,-1.59458,0.704092,-0.778173,-1.92259,1.61211,-1.63081,1.05641,1.88977,-2.1834,1.58026,1.51557,-1.37157,1.52594,-1.95248,1.85046,2.73756,4.98753,6.7551,10.3071,13.7479,16.5342,16.898,14.2773,9.889,5.4818,2.65146,0.619032,-1.47497,-0.330654,-1.93152,-4.16518,-0.013127,-3.28347,-2.22349,-3.19684,-1.28909,-2.91829,0.646608,1.76824,-8.08687,6.79498,-5.84847,-4.44872,15.5818,-4.46548,9.1939,3.39394,-0.364673,-2.51084,-0.458343
-2502.64,0.996888,0.0017564,9,511,0,2603.18,5.04434,0.588287,-0.500239,1,0.733771,0.988298,0,0.679397,0.144035,0,0,0.0502151,8.48133,0.462797,11.5347,1.49894,0.338525,0.420767,0.588435,0.883052,1.28013,1.70685,2.06793,2.05544,1.72565,1.28051,0.72089,0.384944,0.860734,-1.27976,0.506224,-0.075534,-0.996185,1.17758,0.164522,0.00975664,-0.590528,0.498178,-1.43903,1.28695,-1.21023,-1.52366,0.9732,-1.82194,0.711745,1.6993,-2.05946,1.21867,2.05123,-1.19353,1.17158,-1.73768,2.87114,3.56867,4.99071,7.48945,10.8572,14.4763,17.5388,17.4329,14.6358,10.8604,6.11411,3.26483,0.385593,-0.259498,0.358993,0.276123,0.121492,0.949882,0.75397,0.701068,0.400331,0.591481,-0.20766,0.53537,4.58814,1.78792,8.11276,8.88579,13.3504,22.3983,22.6543,24.1536,19.879,14.7338,6.50576,5.51992
-2381.21,0.995386,0.00336537,10,1023,0,2531.18,6.67168,45.3976,5.41461,1,0.912765,0.832658,0,0.408485,-0.225895,0,0,0.50562,8.51853,1.47464e-05,5.63669,1.41271,0.150185,0.225337,0.392734,0.685489,1.08704,1.50992,1.86632,1.86475,1.52717,1.08485,0.529816,0.18626,-0.674453,1.10896,0.680129,0.851597,-0.0496653,-1.00517,0.580316,-0.65523,-0.459572,0.0217838,2.01256,-0.647733,1.76996,1.86869,1.39913,0.732545,0.805985,0.43639,1.12251,-2.98681,-1.72724,2.33868,-1.06973,4.10474,1.27936,1.91954,3.34552,5.83936,9.26,12.8623,15.8983,15.8849,13.0092,9.2413,4.51326,1.58666,-2.0412e-06,9.71303e-06,9.38306e-06,1.43564e-05,1.43324e-05,1.42687e-05,2.86163e-05,2.11525e-05,1.77873e-05,1.47332e-05,1.92543e-05,-1.39468e-06,6.60808,4.97138,4.9648,4.22073,7.46227,9.61033,11.2197,1.0739,2.83017,11.7292,-3.1247,13.3976
-2381.21,0.000446586,0.00635656,1,3,1,2404.49,6.67168,45.3976,5.41461,1,0.912765,0.832658,0,0.408485,-0.225895,0,0,0.50562,8.51853,1.47464e-05,5.63669,1.41271,0.150185,0.225337,0.392734,0.685489,1.08704,1.50992,1.86632,1.86475,1.52717,1.08485,0.529816,0.18626,-0.674453,1.10896,0.680129,0.851597,-0.0496653,-1.00517,0.580316,-0.65523,-0.459572,0.0217838,2.01256,-0.647733,1.76996,1.86869,1.39913,0.732545,0.805985,0.43639,1.12251,-2.98681,-1.72724,2.33868,-1.06973,4.10474,1.27936,1.91954,3.34552,5.83936,9.26,12.8623,15.8983,15.8849,13.0092,9.2413,4.51326,1.58666,-2.0412e-06,9.71303e-06,9.38306e-06,1.43564e-05,1.43324e-05,1.42687e-05,2.86163e-05,2.11525e-05,1.77873e-05,1.47332e-05,1.92543e-05,-1.39468e-06,6.60808,4.97138,4.9648,4.22073,7.46227,9.61033,11.2197,1.0739,2.83017,11.7292,-3.1247,13.3976
