# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=109533377
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=draws_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,L_u.1.1,L_u.2.1,L_u.3.1,L_u.1.2,L_u.2.2,L_u.3.2,L_u.1.3,L_u.2.3,L_u.3.3,sigma_u.1,sigma_u.2,sigma_u.3,sigma,z_u.1.1,z_u.2.1,z_u.3.1,z_u.4.1,z_u.5.1,z_u.6.1,z_u.7.1,z_u.8.1,z_u.9.1,z_u.10.1,z_u.11.1,z_u.12.1,z_u.1.2,z_u.2.2,z_u.3.2,z_u.4.2,z_u.5.2,z_u.6.2,z_u.7.2,z_u.8.2,z_u.9.2,z_u.10.2,z_u.11.2,z_u.12.2,z_u.1.3,z_u.2.3,z_u.3.3,z_u.4.3,z_u.5.3,z_u.6.3,z_u.7.3,z_u.8.3,z_u.9.3,z_u.10.3,z_u.11.3,z_u.12.3,u.1.1,u.2.1,u.3.1,u.4.1,u.5.1,u.6.1,u.7.1,u.8.1,u.9.1,u.10.1,u.11.1,u.12.1,u.1.2,u.2.2,u.3.2,u.4.2,u.5.2,u.6.2,u.7.2,u.8.2,u.9.2,u.10.2,u.11.2,u.12.2,u.1.3,u.2.3,u.3.3,u.4.3,u.5.3,u.6.3,u.7.3,u.8.3,u.9.3,u.10.3,u.11.3,u.12.3
-2314.81,0.997704,0.00202853,10,1023,0,2358.11,8.4985,12.2162,5.72666,1,0.928508,0.930939,0,0.371313,-0.0926466,0,0,0.353226,6.16312,5.98044,4.88601,1.32459,-0.152319,0.0183409,0.287836,0.602845,1.13957,1.80975,2.2741,2.27194,1.85554,1.21194,0.453312,-0.038401,3.54211,2.05368,3.16861,-0.508799,-0.357861,2.00661,2.38735,2.53607,1.62642,2.37805,2.43527,1.55316,-0.704706,0.219942,0.372182,-1.14966,0.525907,3.10688,-0.749656,-1.66646,1.07782,0.522847,0.452729,-0.380055,-0.938758,0.113037,1.77397,3.71541,7.02333,11.1537,14.0155,14.0022,11.4359,7.46935,2.79382,-0.23667,7.01985,4.66228,8.63458,2.21768,5.53324,14.5052,17.9292,18.2474,13.9152,12.0105,7.925,3.23574,-3.51248,-0.466629,0.517241,0.988248,6.25307,12.6855,7.96942,6.30998,9.56402,5.3385,1.7409,-1.53367
-2293.05,0.674174,0.00390754,9,511,0,2336.05,8.51726,11.6699,5.90502,1,0.803742,0.798413,0,0.594978,0.163536,0,0,0.579477,6.56629,7.38452,3.48188,1.32553,-0.126539,-0.016675,0.265589,0.633012,1.18202,1.68298,2.12926,2.17051,1.70356,1.08596,0.375694,-0.0279538,2.95773,2.01106,2.80355,0.0929265,-0.0886303,2.05097,1.92882,2.52151,1.30888,1.84757,2.19383,1.36265,-0.449983,0.475391,0.0114924,-0.720002,0.131095,2.82492,-0.570598,-1.12041,1.45638,0.0862947,-0.240255,-0.278473,-0.83089,-0.109493,1.74393,4.15654,7.76151,11.0509,13.9814,14.2522,11.186,7.13072,2.46692,-0.183553,12.2441,8.7369,13.8941,4.16537,6.62619,19.0001,21.1122,23.9611,15.8618,14.563,11.8687,5.82106,0.424472,2.05795,2.35789,0.359947,3.50004,11.5463,5.86632,5.20912,8.41963,4.24508,1.80886,0.136331
-2268.06,0.996919,0.00288747,10,1023,0,2326.3,9.67718,18.7641,11.3581,1,0.934854,-0.00555792,0,0.355033,0.0716065,0,0,0.997417,4.8583,10.9223,2.49483,1.30953,-0.422248,-0.232739,0.131209,0.568072,1.30146,2.02408,2.63041,2.68132,2.09846,1.25599,0.330745,-0.306599,-0.10886,-0.498375,0.815772,-0.315014,-1.40029,-0.710408,0.0119913,-2.65154,-2.26606,-0.141804,-1.002,0.733484,0.817999,-0.664885,0.965258,1.62566,0.851141,-1.61337,-0.315354,0.798182,-2.11303,0.911675,-0.136419,2.03012,-2.05141,-1.13072,0.637451,2.75986,6.3229,9.8336,12.7793,13.0267,10.195,6.102,1.60686,-1.48955,-4.73361,-4.30903,4.50312,4.57889,7.8589,17.9126,26.905,17.0962,12.6396,12.2748,-0.508367,-0.286322,2.0219,-1.74029,2.54585,3.9811,1.84976,-4.16966,-0.819053,1.47532,-5.69195,2.22585,-0.52305,5.18701
-2267.26,0.301556,0.0054854,8,428,1,2289.65,9.42628,18.8704,11.4853,1,0.915278,-0.106779,0,0.402823,0.162469,0,0,0.980919,4.82818,10.5814,2.13134,1.3164,-0.344989,-0.162978,0.18104,0.619056,1.33034,2.06659,2.70581,2.71207,2.15207,1.31954,0.327467,-0.217209,-0.0490332,-0.555063,0.694984,-0.213076,-1.23653,-0.860351,-0.0323294,-2.48863,-2.34272,-0.234589,-0.877276,0.857027,0.803517,-0.424417,0.874713,1.478,0.820884,-1.44222,0.0123003,0.915256,-2.11398,0.905871,-0.130499,2.00103,-1.66567,-0.786885,0.874094,2.98891,6.4231,9.97787,13.0641,13.0944,10.3906,6.37096,1.58107,-1.04872,-3.5502,-3.94435,4.71569,5.0873,7.6136,16.3476,26.0678,15.6586,10.857,11.7797,-0.567833,1.54937,1.74143,-1.04243,2.02819,2.87533,0.985254,-3.78345,-0.601276,0.434523,-5.72064,1.51234,-0.651136,4.52971
-2263.87,0.993555,0.00139068,10,1023,0,2288.31,9.56751,18.7394,11.4304,1,0.871113,0.390672,0,0.491083,-0.141774,0,0,0.909547,5.58223,14.8884,1.97836,1.32347,-0.331181,-0.17391,0.122597,0.503055,1.12079,1.7578,2.31518,2.3188,1.83617,1.11128,0.249247,-0.221107,-0.279511,-0.266468,0.719556,-0.487859,-0.824877,-0.689649,-0.674499,-2.00394,-2.42637,-0.161535,-0.694483,1.28864,0.0834488,-0.0732546,0.868316,1.63053,0.124626,-1.44291,-0.907279,1.01749,-1.61003,0.333365,-0.477267,2.39404,-1.84873,-0.970805,0.684366,2.80817,6.25654,9.81245,12.9239,12.9441,10.25,6.20345,1.39136,-1.23427,-6.33887,-4.20378,6.85102,2.95741,8.50507,17.7554,25.0951,15.4219,6.07396,13.2317,-1.84507,6.55415,-0.0274109,-0.19149,1.45539,3.45964,1.32187,-1.04438,0.345993,4.18514,-0.797408,1.50407,-0.471371,3.77554
-2252.52,0.994953,0.00260816,10,1023,0,2281.97,11.8006,21.8444,8.26998,1,0.765739,0.343608,0,0.643151,0.264742,0,0,0.901024,6.8352,7.44166,3.68433,1.34223,-0.597833,-0.465999,-0.219343,0.0905758,0.619462,1.12762,1.55814,1.55851,1.173,0.581139,-0.118269,-0.47982,2.29866,0.508252,1.29472,0.676589,-0.568095,1.60699,1.06175,0.418831,1.73599,0.11953,1.67924,-0.11988,-0.117446,-0.7348,0.114511,-1.03907,0.983377,1.91977,-0.000762348,-0.798006,0.738714,0.820737,-1.14333,-0.456567,-4.08631,-3.1852,-1.49925,0.619104,4.23415,7.70751,10.6502,10.6528,8.01766,3.9722,-0.80839,-3.27967,7.59496,-0.222887,4.94675,3.75437,0.810957,14.1169,13.9605,10.8856,14.9928,3.88363,7.3631,-3.30795,1.09539,-2.53349,1.36532,-2.67477,3.49459,9.36801,3.00565,-0.267568,5.63055,3.57687,-2.30729,-2.24002
-2252.75,0.986394,0.00486099,9,511,0,2276.68,11.1787,22.2948,10.4585,1,0.696327,0.350801,0,0.717725,-0.029537,0,0,0.935984,5.6562,5.65536,5.05309,1.30352,-0.615866,-0.470166,-0.173348,0.220208,0.858396,1.49883,1.99644,2.03633,1.51952,0.828738,-0.0211111,-0.483661,1.33524,0.047846,1.03231,-0.480836,0.875983,0.444984,3.14564,-1.15568,0.0506526,1.49868,2.23069,-0.482984,0.0577323,-0.503258,1.77873,-0.0510641,0.542677,1.68302,0.479829,1.35367,0.180518,0.259985,-1.00386,1.6166,-3.48346,-2.65935,-0.98049,1.24554,4.85526,8.47771,11.2923,11.5179,8.59469,4.68751,-0.119409,-2.73569,2.99448,-1.6573,3.50749,-1.08454,6.93595,7.70856,20.6301,3.32813,6.18942,9.34666,8.97121,-3.86508,-1.01794,-3.22078,7.95132,0.2206,3.95752,10.5505,5.33885,10.1845,3.53976,2.47499,-5.11822,6.86063
-2258.21,0.413937,0.00875445,2,7,1,2281.74,11.1658,22.3077,10.4252,1,0.685758,0.361835,0,0.72783,-0.0440191,0,0,0.931202,5.66134,5.57811,5.08591,1.33215,-0.633908,-0.446966,-0.167064,0.195563,0.819691,1.45332,2.0176,2.04682,1.51216,0.812702,-0.00950665,-0.513086,1.35435,0.0343124,1.02972,-0.490068,0.901171,0.47592,3.11982,-1.18208,0.0623553,1.52824,2.23261,-0.494799,0.0508229,-0.521259,1.79228,-0.0531997,0.564093,1.71105,0.489376,1.34616,0.186086,0.258137,-0.975112,1.6051,-3.58877,-2.53043,-0.945806,1.10715,4.64056,8.22775,11.4223,11.5878,8.56084,4.60099,-0.0538204,-2.90476,3.0737,-1.57044,3.54151,-1.24156,6.79419,7.49149,20.384,3.03042,6.03751,9.31331,9.02785,-3.97152,-1.22907,-3.29891,7.95031,0.217648,3.97825,10.6715,5.33214,10.4068,3.65011,2.37599,-5.13547,6.76833
-2257.7,0.9977,0.00317041,10,1023,0,2280.98,13.727,25.7641,14.4809,1,0.820788,-0.300078,0,0.571232,0.526821,0,0,0.795244,4.02581,3.26309,1.84131,1.32357,-1.50488,-1.309,-0.853114,-0.288898,0.553419,1.48807,2.15001,2.17197,1.52524,0.519699,-0.632616,-1.34223,-0.678009,-0.798458,-0.085662,0.711833,-2.36632,1.3641,-0.963118,0.868696,0.497868,-0.549105,-0.76215,0.921165,-0.844645,-1.04385,-1.69201,-0.387837,-0.329507,-0.118653,-1.04748,-1.37644,-0.917068,0.747583,-0.505859,-0.431077,-6.05837,-5.26977,-3.43447,-1.16305,2.22796,5.99067,8.65553,8.74394,6.14032,2.09221,-2.54679,-5.40356,-5.29434,-4.99422,-2.44458,0.553087,-2.92856,6.52817,3.96316,7.43645,5.01308,0.368391,-3.11498,-1.87787,-1.063,-1.57977,-2.08931,0.282229,-3.08372,0.32728,-3.65605,-2.37294,-1.70266,0.274872,-1.1305,1.00398
-2257.1,0.887891,0.00585597,9,1023,0,2287.3,14.7097,28.0531,13.0566,1,0.879208,0.811112,0,0.476437,-0.321728,0,0,0.488455,5.33429,4.61879,3.59742,1.32477,-1.33012,-1.18986,-0.836257,-0.410002,0.230631,0.94228,1.43903,1.45238,0.983754,0.208481,-0.668366,-1.20732,0.870976,-0.794722,1.02486,0.880141,-1.30047,-0.36391,0.193005,0.196435,-1.38801,-1.3609,1.76416,-0.686471,-0.0776162,-2.32455,-2.16686,1.1486,-1.15235,0.648493,-0.732528,-1.17842,-0.568229,0.316807,-0.436223,0.992423,-7.09523,-6.34708,-4.46083,-2.18707,1.23025,5.02639,7.67622,7.74743,5.24763,1.1121,-3.56526,-6.44018,-3.48481,-6.58073,-1.14068,0.271839,-1.9252,3.02568,6.26846,6.33022,0.940495,-2.14813,1.16801,-6.4134,-5.02562,-6.63678,-7.43384,-0.19673,0.153228,4.3102,2.68841,1.93988,3.47851,2.74011,-4.75859,-0.98447
-2241.75,0.591565,0.00792622,7,235,0,2278.48,15.7392,29.4837,13.6152,1,0.751623,0.640052,0,0.659593,0.220361,0,0,0.736053,6.04717,8.64106,3.58663,1.3043,-1.32371,-1.183,-0.885894,-0.55683,0.0300812,0.619213,1.11575,1.15031,0.660444,0.0107285,-0.746371,-1.23569,1.68535,0.227331,1.94515,-0.498723,-1.72602,-0.153226,0.539817,0.0766171,-0.252018,-0.755525,1.35381,-0.123545,-0.119752,-1.67432,-0.712626,0.757411,0.450769,0.405157,-0.680911,-0.553673,0.314288,0.932935,-1.3499,1.55602,-8.00467,-7.15381,-5.35715,-3.36724,0.181906,3.74448,6.74712,6.95614,3.99381,0.0648771,-4.51343,-7.47241,1.00854,-6.3877,5.33283,-6.45902,-9.64219,3.14835,10.3233,7.90777,2.85307,-4.2365,2.86859,-8.72972,-2.02286,-6.95618,-2.37762,0.327085,-0.1051,2.36998,1.19042,1.23958,2.14666,1.8904,-4.20709,1.17348
-2240.43,0.898821,0.00477346,10,1023,0,2259.48,16.6741,31.9077,13.3908,1,-0.128141,-0.112399,0,0.991756,-0.0544143,0,0,0.992172,7.01834,6.0024,2.36612,1.32374,-1.26835,-1.14711,-0.900264,-0.602571,-0.118821,0.394521,0.827887,0.853125,0.439895,-0.116881,-0.768601,-1.19816,-0.595858,-2.1444,0.573607,-1.33141,-1.84576,0.462853,1.053,0.67153,-0.100651,-0.76944,-0.89548,-1.63249,-0.688643,-0.594618,0.461773,1.4713,0.429061,1.02897,-0.0309937,-0.371145,0.749549,0.962116,-1.68697,-0.363971,-8.90168,-8.05079,-6.31836,-4.22905,-0.833928,2.76888,5.81039,5.98752,3.08733,-0.820307,-5.3943,-8.40913,-2.57154,-11.8831,4.10708,-7.46231,-10.8963,2.45188,5.63166,3.34138,-0.937514,-4.49051,-4.73955,-8.79651,-1.20262,-0.814759,1.24963,3.7857,1.27651,2.25109,-0.428512,-1.18465,1.65561,2.38881,-3.64062,-0.325621
-2240.93,0.995549,0.00663193,9,511,0,2258.49,16.4421,31.4349,13.4029,1,0.310325,0.0103626,0,0.950631,0.160202,0,0,0.98703,7.4777,6.26189,2.65999,1.3099,-1.17109,-1.05994,-0.825475,-0.535389,-0.0843256,0.400024,0.811285,0.82616,0.445886,-0.0908454,-0.707255,-1.10025,-0.853504,-1.20816,-0.0430604,-0.736056,-0.199366,0.806003,1.03211,0.378523,-0.0513004,0.953742,-0.476771,0.661847,0.691879,1.14145,0.161767,-1.0239,0.0109786,1.13187,0.157626,0.111847,-0.623781,-1.27519,-0.214142,1.04284,-8.75706,-7.92589,-6.17266,-4.00348,-0.630561,2.99126,6.06655,6.17778,3.3342,-0.679315,-5.28864,-8.22732,-7.35638,-9.25158,-1.86041,-5.42193,-1.35064,5.57526,7.72038,3.85866,0.561076,5.50085,-4.21245,1.80178,1.42053,2.4528,0.383613,-3.01664,-0.0584569,3.32621,0.876024,0.477726,-1.6473,-2.94409,-0.78489,2.98967
-2240.93,0.115514,0.0118668,1,3,1,2266.32,16.4421,31.4349,13.4029,1,0.310325,0.0103626,0,0.950631,0.160202,0,0,0.98703,7.4777,6.26189,2.65999,1.3099,-1.17109,-1.05994,-0.825475,-0.535389,-0.0843256,0.400024,0.811285,0.82616,0.445886,-0.0908454,-0.707255,-1.10025,-0.853504,-1.20816,-0.0430604,-0.736056,-0.199366,0.806003,1.03211,0.378523,-0.0513004,0.953742,-0.476771,0.661847,0.691879,1.14145,0.161767,-1.0239,0.0109786,1.13187,0.157626,0.111847,-0.623781,-1.27519,-0.214142,1.04284,-8.75706,-7.92589,-6.17266,-4.00348,-0.630561,2.99126,6.06655,6.17778,3.3342,-0.679315,-5.28864,-8.22732,-7.35638,-9.25158,-1.86041,-5.42193,-1.35064,5.57526,7.72038,3.85866,0.561076,5.50085,-4.21245,1.80178,1.42053,2.4528,0.383613,-3.01664,-0.0584569,3.32621,0.876024,0.477726,-1.6473,-2.94409,-0.78489,2.98967
-2248.45,0.993399,0.00204145,10,1023,0,2266,15.8022,29.3311,13.0516,1,0.862123,0.354028,0,0.506699,0.704255,0,0,0.615377,5.19027,2.58188,1.72594,1.32118,-1.5784,-1.40225,-1.08415,-0.662076,0.00735826,0.737815,1.27391,1.29813,0.755054,0.00589516,-0.893152,-1.44108,0.441815,-1.03885,0.20787,-1.59625,0.0854932,1.30446,0.204211,0.095659,-0.177017,-0.177353,-0.945777,0.694834,1.14121,0.177067,-0.125124,-1.22782,-0.845711,-1.19076,0.481879,0.472891,-0.235571,-0.990306,-2.03139,0.307966,-8.19233,-7.27806,-5.62702,-3.43636,0.0381914,3.82946,6.61196,6.73766,3.91894,0.0305975,-4.6357,-7.47958,-2.93536,-4.48033,-2.14126,-3.562,0.128224,3.34885,3.10276,3.01466,1.44909,-0.218898,-3.22537,-2.29868,0.784656,-1.93148,-0.542674,-3.64886,-0.789819,0.771688,1.53842,1.41173,-0.00400478,-1.26378,-3.85288,0.291122
-2247.88,0.913056,0.00363172,10,1023,0,2273.48,15.6967,26.3965,11.4357,1,0.348843,0.299196,0,0.937181,-0.314134,0,0,0.901,7.70159,2.86807,1.14389,1.30427,-1.0262,-0.922014,-0.712784,-0.439391,0.0147643,0.502011,0.899423,0.913328,0.540192,0.0257905,-0.578225,-0.964004,0.0682916,0.311351,1.07286,0.238246,-0.422073,0.122786,1.95092,-0.702728,-0.242609,0.804042,1.42314,0.377775,-0.248607,-0.533879,-0.0354193,-0.962737,-0.490526,-0.530061,0.17131,1.01833,0.630739,1.55373,-1.28445,0.62316,-7.90335,-7.10098,-5.48957,-3.38401,0.113709,3.86628,6.92699,7.03408,4.16034,0.198628,-4.45325,-7.42437,-0.843157,-0.0856012,2.1706,0.200769,-1.11972,0.832304,6.14375,-0.975074,-0.111642,2.18699,3.24674,0.0509278,-0.631979,-0.977678,-0.66597,-1.22823,-0.34884,-0.418615,-0.216648,1.61464,0.922127,1.32125,-2.03309,0.176582
-2254.8,0.676616,0.00519091,9,511,0,2281.4,14.9465,26.6174,11.3941,1,0.563998,0.375896,0,0.825776,-0.301777,0,0,0.876147,5.28846,3.81875,0.977573,1.29136,-1.35894,-1.20837,-0.854807,-0.502985,0.181676,0.854055,1.42874,1.45903,0.94526,0.186745,-0.706163,-1.26451,0.167898,1.68102,1.02159,0.511301,-0.327366,0.0461485,1.54928,-0.822667,-0.130743,0.767862,1.47875,-0.455879,0.382955,-0.0773932,-0.200675,-0.704384,-1.18992,-0.835039,-0.101063,1.61979,0.557319,1.66575,-0.844551,-0.214693,-7.18673,-6.39041,-4.52061,-2.66002,0.960785,4.51664,7.55583,7.71604,4.99897,0.987596,-3.73451,-6.68734,-2.39739,2.69843,1.38048,0.529043,-0.641041,1.98496,7.96273,0.54819,1.62358,2.82361,3.14223,-4.16105,-0.220897,-1.00624,-0.787369,-0.938971,-0.855825,-0.414987,-0.0185997,2.16619,0.863263,1.26881,-1.41909,-0.51406
-2250.54,0.947247,0.00400025,10,1023,0,2272.22,15.5944,27.119,11.8624,1,0.316486,-0.0297487,0,0.948597,-0.4265,0,0,0.903998,4.85851,4.7802,2.1872,1.34459,-1.63615,-1.44912,-1.06917,-0.65873,0.0656472,0.836073,1.43418,1.45743,0.905612,0.0465548,-0.870155,-1.49984,1.58634,-0.568888,-0.510464,0.0090125,-0.984188,0.826437,0.695381,0.341642,0.0167972,-0.0447808,0.972295,0.588003,0.414173,-0.493803,-1.10609,-0.416748,-1.25909,-0.403415,0.974645,1.12047,0.335723,0.235502,0.517976,1.1329,-7.94927,-7.04058,-5.19458,-3.20045,0.318947,4.06207,6.96795,7.08093,4.39993,0.226187,-4.22765,-7.28697,4.71796,-4.77195,-3.9322,-0.955705,-4.36347,5.01233,5.32291,3.75407,1.44624,-0.132627,3.09243,0.397235,-0.554433,-0.35139,-1.64125,-0.789551,-1.57569,-1.62298,1.1851,1.80189,0.589208,0.504386,0.173778,1.78908
-2263.15,0.778734,0.00620109,9,511,0,2280.94,15.4301,26.7849,12.4217,1,0.863704,0.389606,0,0.504,-0.680299,0,0,0.620806,4.17762,6.11363,2.63273,1.34002,-1.84384,-1.64621,-1.24907,-0.697351,0.109214,0.978602,1.65904,1.69084,1.0067,0.0918438,-1.06095,-1.68767,2.02911,-0.561034,-0.681305,-0.140734,-0.934328,0.631874,1.51469,-2.17836,-0.152849,-0.886307,0.957991,0.479288,2.22592,-0.0357909,1.41456,0.016111,-0.357194,0.145988,1.09381,2.35963,0.721662,0.747075,-0.182269,1.72786,-7.70288,-6.87722,-5.21816,-2.91327,0.456253,4.08823,6.93084,7.06369,4.20563,0.383689,-4.43224,-7.05044,-3.48395,-10.4213,-8.69485,-4.11591,-2.30223,7.11435,13.4275,2.21615,4.84479,-2.24598,-2.65037,-7.4347,-1.88742,-0.74222,2.25101,-0.4369,1.20164,0.11067,0.776583,9.49248,2.48586,2.90265,-3.10195,0.23453
-2249.59,0.994401,0.00621314,9,511,0,2275.24,14.7972,27.0162,11.4817,1,0.699919,0.114085,0,0.714222,0.154137,0,0,0.981441,7.14615,9.71275,3.07447,1.28633,-0.995327,-0.880682,-0.651928,-0.318072,0.152138,0.657813,1.05651,1.07966,0.668366,0.141869,-0.543736,-0.903204,-0.00489594,-0.171218,1.51631,-0.900992,-0.418875,0.489953,1.40535,1.46848,0.416877,0.0339495,0.0765708,0.612431,0.0250688,0.342108,-0.704624,-1.01057,0.781146,1.05903,0.0973165,0.25797,0.0417344,0.0790729,-0.123452,2.11757,-7.11276,-6.29349,-4.65877,-2.27299,1.0872,4.70083,7.54998,7.71545,4.77624,1.01382,-3.88562,-6.45444,-6.80033,-7.17474,6.08682,-8.41254,-1.87151,7.87074,16.9313,17.5267,7.43554,1.19996,-3.16522,-1.89164,-0.275789,0.642243,-1.63624,-3.58785,2.2119,3.65845,1.3302,1.85299,0.557913,0.304445,-0.526936,6.363
-2249.59,2.06147e-07,0.0107398,1,3,1,2274.67,14.7972,27.0162,11.4817,1,0.699919,0.114085,0,0.714222,0.154137,0,0,0.981441,7.14615,9.71275,3.07447,1.28633,-0.995327,-0.880682,-0.651928,-0.318072,0.152138,0.657813,1.05651,1.07966,0.668366,0.141869,-0.543736,-0.903204,-0.00489594,-0.171218,1.51631,-0.900992,-0.418875,0.489953,1.40535,1.46848,0.416877,0.0339495,0.0765708,0.612431,0.0250688,0.342108,-0.704624,-1.01057,0.781146,1.05903,0.0973165,0.25797,0.0417344,0.0790729,-0.123452,2.11757,-7.11276,-6.29349,-4.65877,-2.27299,1.0872,4.70083,7.54998,7.71545,4.77624,1.01382,-3.88562,-6.45444,-6.80033,-7.17474,6.08682,-8.41254,-1.87151,7.87074,16.9313,17.5267,7.43554,1.19996,-3.16522,-1.89164,-0.275789,0.642243,-1.63624,-3.58785,2.2119,3.65845,1.3302,1.85299,0.557913,0.304445,-0.526936,6.363
-2254.88,0.999707,0.00151576,10,1023,0,2273.29,16.7731,27.1151,12.7253,1,0.106519,0.123261,0,0.994311,-0.00126308,0,0,0.992374,5.91717,3.40113,1.96961,1.35082,-1.56117,-1.4022,-1.08828,-0.761166,-0.169427,0.4685,0.958552,0.976257,0.528152,-0.182011,-0.921831,-1.4471,-0.0357597,-0.905791,1.6775,-0.18521,-0.308526,1.56069,1.52132,1.09746,1.36564,0.652295,0.523709,0.608078,-0.63046,-1.74237,0.612015,-0.636279,0.896458,0.701945,1.22008,-0.0597632,-0.45059,0.328951,-1.5524,3.51309,-9.2377,-8.29706,-6.43954,-4.50395,-1.00253,2.7722,5.67192,5.77668,3.12516,-1.07699,-5.45463,-8.56275,-0.686523,-3.57119,5.27866,-0.9021,-1.10475,5.44764,5.49206,4.06504,4.80965,2.13998,1.4371,1.53212,-1.61122,-3.74379,0.927859,-1.428,1.71184,1.48188,2.61368,0.117469,-0.755895,0.597155,-3.25941,6.51382
-2254.34,0.988503,0.00265987,10,1023,0,2279.99,15.1105,24.4425,12.1775,1,-0.0208682,0.257115,0,0.999782,-0.330896,0,0,0.907965,5.20485,7.57853,2.52137,1.29807,-1.44579,-1.28981,-0.942028,-0.484961,0.140312,0.857359,1.4207,1.4344,0.88753,0.144224,-0.797868,-1.29571,0.731821,-0.356827,0.373547,0.207957,-1.27748,0.459501,2.08523,-0.204239,-0.479153,-0.762329,0.800937,-0.746158,-0.271943,-0.456194,0.636269,-0.362046,-1.52022,0.840443,-0.274069,0.923852,-0.152725,1.0887,-1.36533,-1.73196,-7.52514,-6.71327,-4.90312,-2.52415,0.730303,4.46243,7.39453,7.46584,4.61946,0.750666,-4.15279,-6.74397,5.77357,-2.49965,2.9793,1.65236,-9.70152,3.34599,15.5749,-1.77435,-3.77085,-5.79888,6.19479,-5.44863,-2.17041,-1.58283,0.534266,-1.31673,-2.32348,2.09648,-1.44615,3.21528,0.625498,3.22189,-4.31113,-4.18245
-2248.4,0.992519,0.00450175,10,1023,0,2275.77,14.5886,25.2929,14.6032,1,0.238403,0.191013,0,0.971166,-0.318299,0,0,0.928547,6.60841,5.74219,2.95299,1.34324,-1.05176,-0.918704,-0.653082,-0.312533,0.189115,0.778911,1.18143,1.19621,0.781419,0.200581,-0.558719,-0.961232,0.146469,-0.0732914,1.06159,-0.0131276,-0.395187,1.93332,0.678027,0.889085,0.566922,0.228895,0.374666,1.52613,-0.0137053,-0.357365,-0.325063,-0.371129,1.61807,0.0776265,-0.51232,-1.01266,-0.599838,0.395956,-1.03931,2.45121,-6.95048,-6.07118,-4.31584,-2.06535,1.24975,5.14737,7.8074,7.90502,5.16394,1.32552,-3.69224,-6.35222,-0.623014,-1.66638,5.02605,-0.501051,-1.94492,11.8477,5.39843,6.59564,4.23123,1.55105,1.32451,7.19476,-0.768507,-1.42921,-2.25752,-1.18158,4.91484,-1.16499,-1.37568,-2.93764,-1.73685,0.9837,-3.51709,4.74454
-2245.88,0.892282,0.00763468,9,511,0,2264.38,14.5233,25.0652,15.1769,1,0.746524,0.0370406,0,0.665358,0.170471,0,0,0.984666,5.78218,8.58801,0.930051,1.30209,-1.18866,-1.06109,-0.721863,-0.342821,0.235441,0.887001,1.36947,1.39894,0.92227,0.214008,-0.58077,-1.07768,-0.605052,-0.50553,2.07895,-0.107806,-1.04569,1.35116,1.22933,0.673422,0.467396,0.177073,1.00046,0.811212,-0.557074,0.218947,-0.520663,-0.0474804,1.58396,-0.538945,0.247728,-0.605191,-1.24932,-0.763565,-0.393471,1.21014,-6.87302,-6.13543,-4.17394,-1.98226,1.36136,5.1288,7.91854,8.08893,5.33273,1.23743,-3.35811,-6.23136,-11.078,-9.69148,7.25138,-2.81389,-4.46574,13.4074,15.8044,12.8168,8.58356,2.38385,1.99335,-2.27385,-0.64704,0.0838053,-0.172075,-0.0723844,1.2929,-0.248782,0.468951,-0.399266,-1.03824,-0.663818,-0.221724,1.19972
-2252.76,0.0342748,0.0100611,2,4,1,2269.95,14.5305,25.0669,15.1711,1,0.744457,0.0397066,0,0.66767,0.154014,0,0,0.98727,5.77079,8.55149,0.934837,1.27814,-1.18965,-1.07371,-0.705574,-0.365999,0.22018,0.897502,1.37806,1.40313,0.930913,0.216417,-0.587848,-1.08368,-0.612399,-0.499917,2.09628,-0.099286,-1.04251,1.34205,1.22727,0.672523,0.470977,0.175256,1.01447,0.811441,-0.546655,0.209889,-0.518677,-0.0570614,1.57662,-0.522667,0.245562,-0.606787,-1.24988,-0.761244,-0.377171,1.2024,-6.86521,-6.19617,-4.07172,-2.1121,1.27061,5.17929,7.95251,8.09716,5.3721,1.2489,-3.39234,-6.25368,-11.0701,-9.6898,7.47704,-2.89691,-4.55056,13.3762,15.7802,12.7724,8.61547,2.3784,2.04981,-2.26595,-0.636859,0.0818817,-0.203077,-0.0805447,1.31319,-0.255848,0.454491,-0.411114,-1.05119,-0.669314,-0.223864,1.18634
